gene,260Sch-1_S13,260Sch-2_S14,260Sch-3_S15,820LT-1_S1,820LT-2_S2,820LT-3_S3,820Sch-1_S10,820Sch-2_S11,820Sch-3_S12,G260-1_S4,G260-2_S5,G260-3_S6,G260sch-1-23468787,G260sch-2-23468788,G260sch-3-23468793
PBANKA_1003200,2406,2140,2186,1767,1010,2306,3397,4573,3339,1942,2566,2091,2193,1364,1446
PBANKA_1003300,4039,3566,3870,2594,1312,2864,4684,5195,3911,2318,2841,2384,1668,1423,1615
PBANKA_1003400,3787,2699,2900,1300,496,566,8155,10163,8464,133,212,128,1355,1360,1979
PBANKA_1003500,2628,2017,2299,2455,1299,3069,1696,1601,1255,2262,2561,2147,623,553,727
PBANKA_1003600,11042,13607,11531,479,272,336,50713,41207,29142,351,461,410,52807,40109,66989
PBANKA_1003700,13518,14691,12712,4930,2581,5897,37166,39590,29343,5515,6837,5592,39150,26018,37422
PBANKA_1003800,16391,14345,13698,20391,10178,26705,8772,9377,7240,24058,29569,22819,3692,3734,5604
PBANKA_1003900,183,191,174,96,60,64,221,221,124,84,206,103,154,118,147
PBANKA_1004000,4208,3678,3564,6945,4083,9931,2376,2322,1814,6973,8486,7255,714,713,942
PBANKA_1004100,1426,1371,1312,1194,635,1241,2017,2330,1702,845,1076,800,1289,978,1524
PBANKA_1004200,2308,1780,2014,2370,1134,2945,1116,1142,935,2389,2571,2379,380,339,467
PBANKA_1004300,7513,6639,6997,1754,749,1604,9382,8378,6214,1350,1715,1464,3933,3507,4369
PBANKA_1004400,8184,7484,7174,4923,3245,6811,6138,6825,4938,5543,6527,5674,2618,2617,3789
PBANKA_1004500,1381,1199,1382,862,466,534,3853,4474,3282,828,1021,795,827,678,869
PBANKA_1004600,1945,1516,1815,739,367,751,3409,2693,1913,865,952,872,1574,1416,1770
PBANKA_1004700,3285,2914,2739,1898,986,2707,3750,3268,2585,1868,2508,1906,1500,1438,2074
PBANKA_1004800,8437,7580,7955,5400,3337,7445,7834,8621,6303,5052,6131,5217,5814,3861,5482
PBANKA_1004900,3422,3657,3097,2312,1865,3376,8696,11944,8114,2849,3490,2908,6970,4455,4850
PBANKA_1005000,771,634,628,599,280,706,708,737,497,722,809,678,212,182,197
PBANKA_1005100,2204,1743,1628,2619,1109,2316,3886,5186,3188,2132,2714,2297,1810,1060,822
PBANKA_1005200,1574,1285,1329,675,323,943,1195,1067,789,628,804,613,744,566,743
PBANKA_1005300,14463,12323,12997,11983,5199,13911,16206,13822,10490,9892,11889,9111,6022,5303,7562
PBANKA_1005400,18407,17412,17956,3765,1241,2891,29316,29319,20954,1723,1722,1647,19615,18254,19631
PBANKA_1005500,5632,4571,4929,4214,2047,4941,4981,4377,3474,4230,4597,4095,3014,2851,3850
PBANKA_1005600,1262,1539,1012,621,360,539,6303,7168,5802,625,747,696,10175,4240,6329
PBANKA_1005700,7573,6468,6462,3125,1674,3867,7804,8496,6023,3410,4636,3668,7139,5311,6704
PBANKA_1005800,1178,989,1051,268,99,229,1387,2007,1417,357,423,384,1040,860,965
PBANKA_1005900,6803,6144,6463,4014,2296,5443,8057,8011,5752,4558,5961,5115,6141,4764,6621
PBANKA_1006000,3169,2983,2825,4395,2101,5502,1330,1399,870,4776,5645,4827,593,613,646
PBANKA_1006100,10348,9477,10284,2105,963,2331,10641,11616,8569,1981,2427,2067,5933,4970,8075
PBANKA_1006200,602,413,496,93,59,13,527,901,606,34,40,28,231,169,221
PBANKA_1006300,1068,929,1026,60,36,38,868,931,700,50,38,34,829,565,877
PBANKA_1006400,98,109,127,73,35,77,50,113,62,134,213,120,41,20,30
PBANKA_1006500,2066,1595,1662,1940,934,2385,962,974,778,1926,2415,2107,432,418,544
PBANKA_1006600,7864,6216,6474,3425,1186,3495,5029,4453,3597,2602,3325,2631,2283,1881,2332
PBANKA_1006700,8080,7217,7305,5190,3161,6898,12970,16142,11919,6092,7421,6339,13356,7837,10203
PBANKA_1006800,3165,3401,2661,2563,1459,3058,9637,12336,8779,2691,3398,2847,11464,5491,5716
PBANKA_1006900,2345,1985,2098,4260,1742,4688,1719,2019,1573,3827,4615,3967,756,570,584
PBANKA_1007000,5429,4943,4323,9787,5374,14051,4237,5582,4418,11282,13986,11473,3077,2009,2244
PBANKA_1007100,8231,6477,7320,4412,2106,5000,5594,4841,3873,3902,4653,4254,2141,1943,2745
PBANKA_1007200,16828,14468,14482,7197,3373,8134,13889,13942,11219,5788,7120,5490,6823,6325,9371
PBANKA_1007300,4514,3916,4038,4206,2499,5562,3574,3652,2743,3668,4346,3673,1156,1184,1678
PBANKA_1007400,7722,8042,6746,6578,3062,7752,22725,21948,17101,7129,8959,7280,18374,11984,14720
PBANKA_1007500,6762,7081,6134,3153,1650,3725,17051,19898,13859,3672,4771,3619,11299,8717,9587
PBANKA_1007600,3769,3072,3189,4719,2140,5260,3021,3002,2352,4280,5635,4122,957,794,1010
PBANKA_1007641,18,23,14,4,6,11,26,36,30,6,17,5,7,1,0
PBANKA_1007661,2,1,1,0,1,0,3,3,1,0,5,0,1,0,1
PBANKA_1007700,24273,19505,21320,15052,6736,19075,15864,15610,11714,14280,17485,13649,6114,5726,8743
PBANKA_1007800,3290,2672,2742,3306,1619,4558,2202,2053,1630,2672,3192,2809,759,687,1213
PBANKA_1007900,510,294,344,1043,577,577,2849,2538,1837,417,496,494,222,230,171
PBANKA_1008000,4280,3681,3323,4685,2235,5782,2627,2981,2444,5129,6443,5025,1953,1212,1362
PBANKA_1008100,8735,6982,7433,6795,3565,8356,4906,4894,3506,7291,9012,7106,2873,2123,2846
PBANKA_1008200,24111,19713,21387,8887,3945,10856,12620,12166,9346,5892,6889,5559,7271,7224,11462
PBANKA_1008300,2121,1829,1925,2536,1354,2576,2824,2888,1854,1889,2507,2023,655,589,829
PBANKA_1008400,2480,1857,1956,4142,1624,4118,1423,1482,1176,2650,2930,2677,452,497,512
PBANKA_1008500,69465,70711,55033,45804,22878,61678,203366,220959,184254,60737,72896,59077,350946,161945,255340
PBANKA_1008600,17752,27389,21325,677,444,362,87890,92740,59707,554,693,634,158427,127617,172945
PBANKA_1008700,14831,13617,13362,1292,511,1177,19856,18485,12768,926,1081,959,15476,13570,19346
PBANKA_1008800,15639,13342,13592,19453,9284,23997,13539,14293,11243,20089,26202,20184,4784,4457,5963
PBANKA_1008900,1510,1213,1348,1591,710,1678,2128,2025,1510,1308,1522,1352,417,322,396
PBANKA_1009000,752,730,590,2558,1283,3119,769,855,495,2274,2672,2514,175,103,158
PBANKA_1009100,19919,16685,16079,18819,9071,22453,18772,16460,13292,18003,21109,17601,8388,7405,12329
PBANKA_1009200,5641,7928,6156,1479,860,148,23582,26946,18638,136,128,137,47606,38353,56115
PBANKA_1009300,6729,5742,5817,4828,3361,5517,4837,5656,3899,4630,5524,5148,2104,1974,2129
PBANKA_1009400,3505,2629,3189,2491,1259,2874,2296,2301,1613,2344,2732,2519,755,752,783
PBANKA_1009500,23010,23529,19113,11600,6959,12283,61184,67465,47434,10849,14476,10775,40949,35403,53744
PBANKA_1009600,414,307,349,1503,1022,28,6454,5528,4079,54,64,64,612,443,562
PBANKA_1009700,1248,1058,1042,1321,507,1328,930,1045,975,935,998,895,274,270,386
PBANKA_1009800,2323,1911,2080,2958,1602,3669,1766,1663,1418,2612,3117,2653,688,622,928
PBANKA_1009900,530,407,439,1414,1019,100,4505,4452,2926,110,126,125,607,484,595
PBANKA_1010000,9063,8702,8361,21493,13310,31035,4940,5317,3924,25812,29888,25893,1713,1794,2560
PBANKA_1010100,1935,1687,1613,2411,1423,3524,1009,1079,706,3297,3972,3025,451,430,679
PBANKA_1010200,5278,4938,4565,10255,5485,13610,8243,10549,8083,10800,12642,10671,7183,4025,4097
PBANKA_1010300,10968,9731,9381,9420,4285,10707,19056,25270,19023,9619,10727,9713,14204,9934,10545
PBANKA_1010400,3962,5892,4102,81,53,19,17722,17050,11823,38,66,82,26474,20282,35118
PBANKA_1010500,22095,19662,18811,30440,19150,38630,16677,20436,14696,34493,40904,36381,9279,7194,8667
PBANKA_1010600,26678,25550,25559,11926,8380,16969,23435,23763,18457,13071,15482,13653,14307,13372,22270
PBANKA_1010700,948,869,885,1331,641,1604,959,936,684,1613,2080,1677,339,200,226
PBANKA_1010800,7105,6143,6324,11722,5709,14383,4676,4829,3775,11530,14300,11817,1476,1298,1423
PBANKA_1010900,1941,1453,1826,648,219,458,908,1302,923,257,356,270,738,665,670
PBANKA_1011100,13569,11040,12117,2599,679,2005,11248,10009,7574,922,992,905,3387,3069,3229
PBANKA_1011200,1523,1334,1446,1091,465,1120,2048,2028,1542,814,991,740,1575,1145,1785
PBANKA_1011300,3253,2947,2892,2516,1677,3543,2929,3680,2374,3129,3573,2978,1892,1591,1918
PBANKA_1011400,30211,27000,25568,11818,4860,12520,28065,33205,24964,8371,9184,8019,22271,18657,26631
PBANKA_1011500,28494,24510,25764,11655,4343,10168,22265,24612,17364,8388,9263,8268,19876,18411,24715
PBANKA_1011600,7817,7024,7288,3191,1468,3261,7654,7389,5095,1788,1799,1486,4241,3386,4970
PBANKA_1011700,953,784,858,720,349,782,987,1447,996,433,572,477,1016,720,882
PBANKA_1011800,6221,5494,5383,3367,1514,3402,5759,5738,4254,2694,3450,2632,4174,3020,3962
PBANKA_1011900,3267,2809,2746,2197,1277,3209,2676,2487,1880,2642,3117,2504,1252,918,1313
PBANKA_1012000,676,922,679,70,35,56,2800,2516,1796,42,50,58,1458,1390,1922
PBANKA_1012100,7911,6562,7178,4487,1989,5565,6742,6257,4955,4485,5697,4731,2976,2661,3615
PBANKA_1012200,2405,2213,2060,2925,1398,3486,2345,2698,2238,1967,2022,1892,1948,1037,1707
PBANKA_1012300,5049,4865,4765,3255,1827,3548,9506,10148,7196,2950,3404,3087,6016,4874,5398
PBANKA_1012400,3084,3424,2830,2070,1159,2407,9322,10775,7881,1851,2353,1969,10036,6387,8699
PBANKA_1012500,5441,4641,4510,4230,1678,4336,8072,9453,7182,2748,3530,3026,9562,6011,6258
PBANKA_1012600,973,837,892,454,162,499,698,787,556,364,489,353,722,566,622
PBANKA_1012700,2263,2236,2169,513,259,503,2032,2506,1623,484,585,492,1687,1188,1480
PBANKA_1012800,9141,7344,7790,11551,5341,13309,6388,6033,4766,9239,11146,9782,2098,2033,2377
PBANKA_1012900,2786,2349,2510,1626,704,1899,1719,1830,1455,1697,1881,1507,908,706,1417
PBANKA_1013000,1365,1264,1378,1595,905,1733,2066,2520,1921,1735,2168,2013,668,538,559
PBANKA_1013100,14574,12925,12838,21625,13426,28617,15137,16589,12684,23837,26399,24043,9886,5409,6687
PBANKA_1013200,9369,7572,8222,4453,2321,5534,8645,8119,6269,3259,3449,3317,2869,2807,5107
PBANKA_1013300,2969,2341,2577,1270,524,1307,2866,2652,2110,820,822,788,910,796,1125
PBANKA_1013400,5040,5802,5228,1408,856,1610,18744,16514,11056,1696,2287,1922,8674,6558,8577
PBANKA_1013500,10649,11565,10211,9835,5265,12031,18193,20678,15147,12311,14879,12459,18029,11555,15290
PBANKA_1013600,1178,926,987,1114,418,1161,839,1094,776,916,990,909,479,350,358
PBANKA_1013700,2789,2270,2353,2158,1310,2996,2015,2048,1650,2432,3082,2394,1667,1029,1509
PBANKA_1013800,7058,6760,6328,3711,2130,4956,10590,10444,7325,3332,4095,3288,10461,7428,11699
PBANKA_1013900,500,722,593,73,42,11,2594,2586,1663,20,13,24,2451,1979,2210
PBANKA_1014000,9458,7971,8191,6376,3294,9417,8452,8103,6157,5744,7541,5925,8422,5192,8369
PBANKA_1014100,1535,1108,1289,876,336,816,1455,1484,1089,387,454,439,433,396,404
PBANKA_1014200,402,286,305,219,58,185,420,463,447,58,104,98,153,96,100
PBANKA_1014300,4755,3726,3846,4753,1985,5124,3763,3325,2449,4378,5496,4801,1359,1100,1226
PBANKA_1014400,8470,6667,6973,10304,3950,11256,5436,5231,3719,9036,10806,9045,2244,2185,2660
PBANKA_1014500,9363,14125,11026,273,198,32,50458,52659,35825,49,60,124,52862,43345,70149
PBANKA_1014600,5044,4497,4619,2606,1257,2878,5134,4824,3362,1914,2316,1995,2291,2117,2592
PBANKA_1014700,3796,3413,3569,924,457,1062,3975,3702,2666,602,820,704,1509,1514,1777
PBANKA_1014800,5160,4783,4639,1572,783,1229,7188,7790,5417,814,1034,822,2834,2508,3131
PBANKA_1014900,26808,21841,23732,14470,5445,14094,19808,19630,14406,12159,14030,11661,7723,6740,8154
PBANKA_1015000,4329,3426,3704,5279,3027,6221,2968,3090,2415,4494,5378,4945,1027,1051,1455
PBANKA_1015100,1054,989,982,900,532,1040,1342,1431,960,923,912,874,1147,684,905
PBANKA_1015200,4990,4311,4586,3135,1397,3580,6126,5529,4115,3280,4075,3343,3977,2425,3345
PBANKA_1015300,6818,5951,6071,2749,1034,2561,5657,5722,4226,2062,2011,1973,3752,2440,2957
PBANKA_1015400,11841,14883,11327,3289,2047,2621,45052,50502,37478,1842,2650,2021,54205,33691,50927
PBANKA_1015500,1782,1697,1574,1212,368,1068,2992,2846,1958,671,780,552,1718,1324,1684
PBANKA_1015600,6255,4970,5326,4013,1888,4906,5323,4332,3402,3669,4207,3584,1787,1773,2613
PBANKA_1015700,712,586,728,690,374,799,504,516,346,802,952,801,210,217,207
PBANKA_1015800,7906,6836,7620,2390,996,2620,8629,7603,5641,1542,1801,1616,3472,3113,5092
PBANKA_1015900,8399,8417,7855,3189,1869,4237,11043,11240,7883,3229,4115,3332,5634,5108,7611
PBANKA_1016000,3229,3352,3266,1701,1069,1848,8660,7770,5611,1498,1706,1481,5929,5154,7653
PBANKA_1016100,4781,3693,4290,2024,791,2182,3644,3139,2236,1002,891,1027,1484,1532,2258
PBANKA_1016200,6205,5408,5580,2053,754,1727,7380,6563,4870,1144,1448,1264,3538,2882,3661
PBANKA_1016300,17552,16495,16098,18959,10936,23975,28538,29399,20930,18322,20499,19177,28527,19183,26760
PBANKA_1016400,5833,5540,5425,1734,797,1898,6883,7657,5403,1133,1273,1198,5663,4185,6592
PBANKA_1016500,3785,3992,3821,1872,995,1794,9994,10631,6897,1552,1968,1835,6933,5434,6771
PBANKA_1016600,1889,1286,1736,1381,418,951,1338,1153,850,550,522,577,280,315,324
PBANKA_1016700,69831,56913,65807,43665,20977,51934,49458,49300,39626,36543,38760,34871,21068,20220,31009
PBANKA_1016800,2603,2203,2177,2964,1564,4221,1583,1491,1127,2765,3126,2817,542,506,796
PBANKA_1016900,2546,2265,2480,340,124,306,2584,2504,1901,148,220,157,1239,1173,1226
PBANKA_1017000,37,40,40,49,17,23,24,56,41,7,7,12,23,7,10
PBANKA_1017100,21048,18330,19566,5175,2121,5312,15500,17578,11935,3159,3543,3238,7002,6466,8353
PBANKA_1017200,6523,5911,6303,2345,826,2222,7272,7358,4632,1633,1855,1738,2800,2247,3106
PBANKA_1017300,15568,13580,14963,4279,1888,2939,17854,19988,13051,2105,2423,2223,6221,6228,6570
PBANKA_1017400,3030,3064,2940,729,307,779,6559,7078,5130,783,1025,1064,3742,2915,3087
PBANKA_1017500,1465,1102,1225,344,197,333,1610,1674,1079,323,368,334,656,689,803
PBANKA_1017600,3320,2608,2996,2060,792,1993,3878,3291,2620,1642,1817,1606,1589,1469,1916
PBANKA_1017700,7476,6816,6878,3297,2081,4591,8075,7569,5797,3577,4069,3607,4751,4202,7024
PBANKA_1017800,6908,5703,6192,6252,2221,5168,4773,5220,3738,4705,4913,4570,1950,1875,1937
PBANKA_1017900,4640,3811,3858,7323,2948,7513,4757,5446,4502,6248,7813,6593,4005,2325,2846
PBANKA_1018000,1825,1342,1489,1544,760,1486,1691,1653,1161,1312,1808,1508,825,663,511
PBANKA_1018100,1119,1071,926,1779,1100,1197,6748,6913,4854,940,1453,959,870,576,686
PBANKA_1018200,5,16,5,22,9,2,193,432,315,2,3,4,17,4,9
PBANKA_1018300,296,205,188,243,119,157,789,1518,1064,107,187,100,72,65,76
PBANKA_1018400,2317,2265,2107,7260,3416,8355,2293,2419,1640,7284,8927,7698,583,453,411
PBANKA_1018500,7742,7468,6785,13316,8369,17153,13193,12120,9230,15448,16826,16045,10025,5225,6410
PBANKA_1018600,23243,21388,21980,30417,17606,40393,31870,31592,25532,35720,41939,35331,27357,13854,19732
PBANKA_1018700,3977,3407,3394,7493,3981,8572,2695,3338,2411,7026,8393,7335,1156,954,1240
PBANKA_1018800,4664,4075,4517,834,411,726,7469,6733,5109,244,295,232,2440,2300,2767
PBANKA_1018900,3088,3060,3359,1057,500,1095,4985,4603,3026,1051,1269,1222,2307,1883,1874
PBANKA_1019000,88,94,76,41,27,7,321,401,286,17,34,12,89,52,62
PBANKA_1019100,4158,3692,3918,1255,473,1230,4285,3908,2933,799,903,743,2437,2345,2692
PBANKA_1019200,10022,8968,9245,3459,1709,3934,11156,10711,7561,1758,1882,1863,5956,5141,7702
PBANKA_1019300,1855,1241,1592,1519,668,1766,1113,1006,847,1324,1490,1331,321,339,445
PBANKA_1019310,83,84,61,68,47,96,64,49,44,57,92,76,27,28,46
PBANKA_1019320,407,666,433,129,88,181,874,1111,672,297,594,328,576,335,372
PBANKA_1019330,342,448,344,149,75,190,671,707,513,292,563,272,382,259,269
PBANKA_1019360,249,402,246,82,59,100,451,498,306,199,453,195,164,126,58
PBANKA_1019370,38,30,30,22,13,19,39,91,28,17,28,21,13,20,19
PBANKA_1019380,236,248,169,191,116,183,297,355,273,209,294,238,158,80,97
PBANKA_1019400,44779,39479,40745,45674,28622,63949,46224,51895,39536,58055,66303,58738,24302,17136,23685
PBANKA_1019500,39975,37215,34856,45936,29515,67292,62435,84622,64690,60476,71550,60226,34545,21021,26490
PBANKA_1019520,236,299,241,201,102,251,412,576,442,373,435,326,169,171,122
PBANKA_1019540,287,268,219,214,138,322,537,772,509,404,434,334,275,164,155
PBANKA_1019560,4,6,1,2,1,5,2,5,2,3,11,7,5,2,2
PBANKA_1019580,20,10,8,12,3,4,12,11,5,5,12,3,2,9,1
PBANKA_1019600,5680,4845,5082,4628,1945,4342,5981,6681,4325,4162,5230,4574,3533,2568,2980
PBANKA_1019700,30929,27380,26314,25607,15955,28707,61423,80343,52565,27700,31925,29486,38024,25728,23364
PBANKA_1019800,2591,3014,2536,1873,1139,1505,7907,8182,5989,1222,1711,1370,6962,3717,5056
PBANKA_1019900,2515,2993,2830,145,64,153,6790,5193,4156,165,198,172,7076,4502,5126
PBANKA_1020000,1048,979,961,244,135,10,3575,3328,2500,22,22,23,1292,930,1170
PBANKA_1020100,36059,35167,35281,2446,819,1995,52361,49615,37563,514,474,551,29078,24928,34953
PBANKA_1020200,8560,7275,7137,4752,3241,6829,5794,6458,4806,5427,6055,5597,4039,3191,4996
PBANKA_1020300,469,447,334,952,595,85,4925,4599,3105,123,112,104,1565,1214,1528
PBANKA_1020400,3728,3700,3386,2411,1377,3052,10402,13593,9478,2845,3444,3107,9853,5796,5459
PBANKA_1020500,614,404,440,150,84,154,791,792,522,114,153,108,143,166,269
PBANKA_1020600,3669,2884,3192,3401,1678,4265,1599,1778,1294,3897,4517,4065,685,658,955
PBANKA_1020700,6962,6586,6210,7086,4229,9801,5880,6228,4289,9818,11160,9857,3568,2933,3681
PBANKA_1020800,2012,1564,1825,482,190,316,2538,2332,1672,247,280,237,885,750,663
PBANKA_1020900,7455,7815,7332,2639,1523,3357,11451,12632,9723,3038,3819,3216,8930,6101,9468
PBANKA_1021000,3099,2445,2617,3367,1155,2685,2371,2692,1753,2624,3272,2913,1663,1131,1010
PBANKA_1021100,859,708,716,644,288,510,2250,2525,1702,594,700,694,1388,783,467
PBANKA_1021200,1300,1444,1296,167,74,23,8352,6424,4446,21,29,21,4676,4206,5478
PBANKA_1021300,3594,2964,3123,3060,1592,3722,5162,4859,3277,3065,3610,3298,3039,2814,3511
PBANKA_1021400,5354,4880,5162,2911,1394,3764,5364,4509,3600,2253,2439,2086,2455,1981,3288
PBANKA_1021500,3654,3210,3336,1851,957,2200,3585,3145,2566,1408,1502,1380,1536,1427,2515
PBANKA_1021600,850,537,595,334,106,240,1045,960,704,117,161,158,301,224,301
PBANKA_1021700,2315,1957,2147,3299,1528,3471,2156,2218,1557,2711,3110,2967,643,604,872
PBANKA_1021800,783,738,760,1205,528,1358,543,549,364,932,1226,1035,194,190,270
PBANKA_1021900,1440,1074,1103,1437,867,1952,960,981,684,1545,1960,1814,415,269,386
PBANKA_1022000,21638,19971,20159,22145,15434,32178,22484,24639,19137,30199,34533,30094,12650,8240,11077
PBANKA_1022100,1773,1452,1772,872,301,548,1701,1978,1168,422,570,542,1160,793,557
PBANKA_1022200,6462,5718,5720,4044,2230,4988,8309,8333,6164,4581,5819,4987,8862,5409,5225
PBANKA_1022300,5561,4725,5301,797,308,404,9363,8862,6988,67,30,59,5731,3588,5644
PBANKA_1022400,79,61,62,34,23,4,194,472,271,4,9,4,148,85,88
PBANKA_1022500,5294,5606,4335,2162,1169,2780,13223,12685,9714,2873,3601,2849,24992,12658,18985
PBANKA_1022600,2130,2122,1840,895,502,865,6651,6269,4940,682,924,815,10046,5016,6706
PBANKA_1022700,3829,3006,3269,2750,1375,3121,3070,3254,2174,2468,2813,2366,991,915,988
PBANKA_1022800,8358,6485,7102,8538,3362,9776,5418,5042,3793,7501,9242,7679,1914,1878,2525
PBANKA_1022900,2422,2482,2174,1212,617,1287,3431,3328,2457,1255,1363,1206,3738,2392,2758
PBANKA_1023000,12077,11156,12250,3239,1061,2653,11345,12946,8641,1794,1705,1643,7499,6185,7256
PBANKA_1023100,1536,1244,1317,658,342,686,1626,1806,1330,671,842,788,1347,879,1295
PBANKA_1023200,9714,8053,8594,6426,3492,8580,5475,5835,4518,6686,7990,6611,2649,2366,3627
PBANKA_1023300,4062,3197,3710,2520,1148,2672,3135,3100,2332,2491,2994,2616,1227,1081,1191
PBANKA_1023400,7858,6766,6763,7524,3729,9139,7090,6758,5662,7603,9252,7794,9342,5195,6539
PBANKA_1023500,6601,5587,5539,9745,4726,9617,5518,6577,4619,8837,9750,8963,2593,1735,2206
PBANKA_1023600,12631,10850,12219,7034,3811,9050,16680,16501,11924,7586,8605,7849,14337,10579,15169
PBANKA_1023700,739,532,788,242,97,171,832,722,565,121,82,92,221,259,203
PBANKA_1023800,10811,9362,9513,6386,2577,5522,12282,13867,9736,5824,7038,6263,7644,5229,5182
PBANKA_1023900,696,603,532,1312,560,1571,814,863,656,1305,1546,1178,134,108,114
PBANKA_1024000,3965,3135,3357,2692,980,2989,2341,2230,1753,1942,2369,1948,794,766,1125
PBANKA_1024100,5126,5266,4388,4316,1969,4574,20435,23614,17221,3895,4387,4012,25340,14005,14647
PBANKA_1024200,7927,8013,7839,1909,906,2100,9820,10775,7575,1840,2182,1994,5167,4495,4813
PBANKA_1024300,4165,3711,3523,3635,1741,4468,12283,15290,11445,3735,4508,3786,11450,5917,5778
PBANKA_1024311,592,832,677,257,287,353,1674,2725,1568,451,453,246,282,6054,468
PBANKA_1024331,4,6,4,1,5,3,7,8,10,0,9,2,6,4,4
PBANKA_1024341,5,9,4,0,1,0,6,7,5,0,2,2,0,2,5
PBANKA_1024351,107,195,102,38,68,66,160,268,191,36,119,31,63,531,39
PBANKA_1024371,11,23,9,9,10,16,17,37,21,9,23,7,2,10,4
PBANKA_1024400,3250,2529,2849,1610,983,2310,2738,2983,2190,1798,2187,1794,1891,1518,2334
PBANKA_1024500,2325,1815,2041,1431,662,1926,1479,1312,1089,1452,1848,1458,575,676,1030
PBANKA_1024600,302,181,211,168,55,159,117,163,110,61,91,87,51,79,57
PBANKA_1024700,10543,9448,9163,7279,4443,10459,10434,11320,8278,6937,8568,7151,6558,4932,8463
PBANKA_1024800,8954,8023,8159,4897,3304,7054,7506,7745,6195,4236,5251,4279,3522,3368,5536
PBANKA_1024900,45704,37948,40196,12192,5007,13531,30285,32458,25520,6324,6432,5671,15331,14350,23086
PBANKA_1025000,10976,8882,10019,4210,1888,5010,10403,9448,7760,2376,2430,2200,4539,3792,6131
PBANKA_1025100,33839,27571,29188,17347,6886,18532,19257,20022,16121,10873,12297,10539,11999,11061,14384
PBANKA_1025200,8401,7277,7077,8255,4530,11905,8514,11009,7785,10870,13205,10401,5195,3210,3944
PBANKA_1025300,6407,8811,7537,216,84,54,21676,27284,20655,252,314,328,54646,38761,42033
PBANKA_1025400,6744,6865,7140,937,359,833,10891,10402,6909,318,311,313,5600,4628,5736
PBANKA_1025500,36500,31544,32809,21927,8788,21458,40214,37717,30619,19115,23274,18848,27768,21866,26618
PBANKA_1025600,2305,1835,1891,1674,682,1797,1332,1199,958,1368,1617,1373,531,507,598
PBANKA_1025700,248,234,156,180,90,21,451,405,375,34,99,94,1376,650,858
PBANKA_1025800,3827,3346,3360,4529,2965,6648,1917,2170,1542,5143,6063,5358,841,826,1379
PBANKA_1025900,5167,4129,4585,3277,1570,3974,5005,4480,3632,2435,3048,2468,1460,1449,2183
PBANKA_1026000,1107,977,953,1188,785,1130,3310,2998,2239,746,954,794,497,393,544
PBANKA_1026100,455,539,396,123,72,41,1346,1502,1284,70,101,83,894,537,519
PBANKA_1026200,8496,9092,7405,14865,8886,19595,20305,21863,18554,18249,22230,18348,33956,14892,19702
PBANKA_1026300,1357,1329,1183,1479,911,1305,6324,5757,4902,1188,1324,1133,1181,798,883
PBANKA_1026400,5189,4268,4562,4871,2110,5995,3280,3075,2341,4074,4165,4073,1112,1105,1357
PBANKA_1026500,8319,6880,7800,1321,398,931,8253,7997,5743,442,607,491,3347,2871,3351
PBANKA_1026600,8891,7455,7944,7401,2991,7329,7558,7239,5168,6138,7607,6390,2770,2418,3142
PBANKA_1026700,806,750,716,296,160,404,981,1219,862,314,391,302,564,437,548
PBANKA_1026800,3794,3231,3492,1896,988,2169,4584,4450,3279,2049,2525,2213,2119,1672,2171
PBANKA_1026900,3693,3732,3286,2829,1566,3379,7216,8174,5969,2814,3353,2964,8683,4908,5692
PBANKA_1027000,11293,10867,10173,7124,3512,7039,18021,19729,14558,5034,5418,4551,9389,7187,11353
PBANKA_1027100,4951,3979,4266,2101,635,1605,4741,4094,2844,868,1082,1026,1315,1186,1454
PBANKA_1027200,1811,1490,1688,1118,378,963,1506,1710,1251,643,881,788,1634,1055,1337
PBANKA_1027300,14557,11113,12929,7147,2219,6149,11674,10562,7499,4419,5018,4582,4417,3943,5367
PBANKA_1027400,583,453,521,808,390,1050,525,509,339,783,1021,815,209,136,226
PBANKA_1027500,1004,1107,959,1292,887,1830,1482,2010,1568,1362,1685,1332,1666,749,1036
PBANKA_1027600,655,742,639,43,26,19,1969,2329,1649,23,32,36,2717,1821,1828
PBANKA_1027700,1528,1398,1446,216,95,90,2886,2670,2040,21,45,35,1409,1129,1464
PBANKA_1027800,2762,2712,2386,2517,1113,2827,3662,3712,2556,2318,2888,2477,5720,3472,4141
PBANKA_1027900,8153,7347,6900,8084,4424,12401,6147,6307,4924,8454,10275,8417,4427,2924,4618
PBANKA_1028000,20510,24080,20247,5873,3481,6140,70090,86186,56558,6230,7364,6843,62802,46926,47337
PBANKA_1028100,3043,2878,2980,2134,1025,2449,5759,5184,3321,2305,2866,2400,3461,2700,3743
PBANKA_1028200,6617,7527,6855,2560,1272,1391,17767,19732,13556,1719,1776,1918,10695,9409,13364
PBANKA_1028300,16943,14568,14535,10681,5467,14363,12751,13320,10015,10573,12656,10142,6319,5507,8187
PBANKA_1028400,30575,27136,28082,32736,21072,46082,26586,30515,22308,43385,48803,43105,14751,10513,14500
PBANKA_1028500,4082,3816,3808,3566,1620,3556,8956,9791,6731,3313,3654,3856,8904,5154,5017
PBANKA_1028600,6977,5493,5941,1777,852,1688,5079,5429,3493,1852,2184,1786,2831,2271,2574
PBANKA_1028700,5596,4722,4799,3474,1799,3311,8218,7680,5675,1335,1638,1358,2864,2265,3329
