gene,260Sch-1_S13,260Sch-2_S14,260Sch-3_S15,820LT-1_S1,820LT-2_S2,820LT-3_S3,820Sch-1_S10,820Sch-2_S11,820Sch-3_S12,G260-1_S4,G260-2_S5,G260-3_S6,G260sch-1-23468787,G260sch-2-23468788,G260sch-3-23468793
PBANKA_0609300,3549,2721,3426,1115,462,1007,2036,2120,1371,716,774,744,1192,1150,1152
PBANKA_0609500,561,934,692,4989,3506,66,25257,27700,19030,94,177,121,2811,1948,2301
PBANKA_0609600,19,18,15,17,11,2,37,58,33,3,8,3,43,26,32
PBANKA_0609700,3685,2888,3109,2832,1040,2464,2538,2587,1773,2227,2565,2032,919,823,960
PBANKA_0609800,3145,2410,2847,955,366,951,2573,2415,1881,600,676,623,727,805,922
PBANKA_0609900,19026,16723,17031,13281,7478,18468,14243,16688,13117,13404,15592,13027,8218,6457,9796
PBANKA_0610000,2390,2120,2273,2452,1161,2632,2430,2184,1772,2001,2549,2175,742,720,1007
PBANKA_0610100,32598,30275,28923,14262,8067,14864,36868,42607,29656,15097,19069,15546,19832,15280,14974
PBANKA_0610200,40796,36962,36448,5613,2233,5153,38260,41411,31670,1577,1508,1305,21349,19249,29491
PBANKA_0610300,8576,7499,7149,6520,3284,8605,13419,12358,9622,4863,5474,4958,9641,6994,12112
PBANKA_0610400,28924,24761,22906,38226,18829,48610,23484,27616,21258,44655,56345,43382,17303,10935,14490
PBANKA_0610500,9406,9274,8399,4715,2401,5439,16863,20748,15476,4822,5896,4896,20247,11319,12397
PBANKA_0610600,4619,4494,4443,2636,1306,3200,4821,5109,3708,2424,3153,2528,4952,3035,4081
PBANKA_0610700,531,471,565,101,69,54,878,1048,760,36,34,24,204,225,340
PBANKA_0610800,11475,9862,10253,9503,4705,10717,8954,8292,5937,9353,10904,9458,3614,3146,3293
PBANKA_0610900,18055,17229,14819,32970,17362,43910,19150,22700,18054,35317,42356,33372,17230,9171,12526
PBANKA_0611000,2044,1691,1872,1991,726,1990,2199,2046,1533,1420,1526,1449,2482,1317,1646
PBANKA_0611100,6775,5366,5975,5050,1833,4955,4517,4913,3535,2559,2763,2535,6014,4109,4303
PBANKA_0611200,249,204,183,496,176,393,184,170,93,232,271,288,96,75,93
PBANKA_0611300,1243,981,987,618,220,457,2578,2570,1719,290,340,375,2368,1089,1272
PBANKA_0611400,3976,3462,3379,2544,1020,2662,7421,6927,4354,2006,2581,2323,6109,4869,5456
PBANKA_0611500,1454,2394,1792,96,46,77,10373,10566,7234,67,77,58,14937,11987,18500
PBANKA_0611600,54703,51227,50440,11041,7021,10249,70310,74453,56589,9846,10660,8370,23979,22865,36547
PBANKA_0611700,2549,2110,2374,355,191,423,2787,2763,1846,129,173,152,1033,1018,1276
PBANKA_0611800,12608,10827,11592,6660,2949,7269,11701,10954,8232,6048,7399,6297,4360,4231,5399
PBANKA_0611900,3018,2093,2622,1743,810,1638,2526,2468,1612,838,1010,918,640,604,742
PBANKA_0612000,373,311,330,773,196,736,236,237,185,398,534,379,113,94,119
PBANKA_0612100,1369,1172,1196,2052,741,2025,1445,1474,905,1220,1401,1280,503,441,523
PBANKA_0612200,13311,13523,13097,2505,951,2242,25297,22724,16339,1714,2343,1898,21013,18700,24284
PBANKA_0612300,4820,3541,4137,3738,1541,3441,3185,3479,2429,3050,3795,3456,958,950,1259
PBANKA_0612400,1280,1485,1166,12797,8271,632,66627,69429,48952,722,815,826,4845,3812,3990
PBANKA_0612500,1451,1297,1184,1021,503,997,854,1086,670,688,909,862,562,435,518
PBANKA_0612600,810,715,746,737,290,646,878,1064,638,550,791,592,683,410,482
PBANKA_0612700,1578,1324,1487,725,255,716,1778,1800,1400,568,852,622,819,700,538
PBANKA_0612800,6128,5352,5707,2705,1100,2683,6101,6026,3927,2475,3039,2627,3316,2838,3051
PBANKA_0612841,5,5,7,1,1,3,14,8,2,3,2,2,4,5,0
PBANKA_0612861,38,66,28,2,10,7,40,51,34,16,28,8,36,28,41
PBANKA_0612900,220,188,195,71,26,6,575,501,312,21,40,48,63,33,82
PBANKA_0613000,3022,2337,2846,983,297,812,3294,2736,1936,548,719,671,1052,951,1156
PBANKA_0613100,9847,8492,8692,3082,1035,2722,8503,8645,6038,1736,2024,1751,7410,5733,5570
PBANKA_0613200,33331,28130,30521,4753,1535,4032,26811,27420,20102,1550,1658,1434,11600,9811,13075
PBANKA_0613300,19772,17827,18389,5900,2392,6814,21421,19681,14224,4612,5296,4435,18801,13848,17721
PBANKA_0613400,3024,2437,2529,3526,2174,5300,1542,1530,1113,4186,5049,4320,553,555,765
PBANKA_0613500,3229,2602,2849,2671,1287,3155,2094,2174,1589,2630,3371,2948,718,612,995
PBANKA_0613600,2126,1620,1992,1321,592,1602,1587,1608,1099,1403,1806,1414,637,571,733
PBANKA_0613700,24096,22990,21101,17146,11379,20706,57768,80618,54501,19419,22806,19833,45002,29167,31301
PBANKA_0613800,11895,12873,10483,7468,5243,10317,40054,51087,37146,10820,13192,11145,54824,33480,39129
PBANKA_0613900,2515,2683,2077,2238,1291,2687,13563,14335,11579,2608,3298,2661,17588,8562,9656
PBANKA_0614000,56454,47417,49649,27773,12088,32519,39303,37503,27880,26275,31300,26214,16963,16382,24809
PBANKA_0614100,8629,7810,7804,4634,3113,6166,7515,7159,5410,4568,4949,4736,6649,4359,6821
PBANKA_0614200,3430,2699,2756,3651,1603,3923,2229,2237,1776,2348,2607,2378,888,689,906
PBANKA_0614300,6645,5741,6060,1824,881,2261,5829,5062,3693,1780,2335,1871,3122,2516,4057
PBANKA_0614400,1374,1093,1123,3061,1197,2979,1442,1371,909,2135,2694,2264,346,427,330
PBANKA_0614500,12227,11319,11435,14391,7941,20101,7973,9922,7720,18603,22511,18444,4889,3561,4349
PBANKA_0614600,2667,2169,2308,2216,919,2011,1554,1666,942,2083,2168,2113,410,438,318
PBANKA_0614700,2412,2075,2170,2136,1254,2838,2716,2981,2113,2090,2398,2222,779,679,879
PBANKA_0614800,4596,4112,4520,2826,1153,2646,5248,4915,3357,2255,2700,2315,1520,1380,1298
PBANKA_0614900,5891,4747,5401,2034,853,2009,5468,5160,4040,1233,1369,1212,2578,2323,3645
PBANKA_0615000,5533,4514,4956,3143,1617,4058,3478,3604,2673,3349,3968,3511,2014,1783,2317
PBANKA_0615100,3200,2984,2772,3430,1928,4136,6213,7333,5310,3770,4875,3937,7148,4032,4456
PBANKA_0615200,15216,14752,15187,997,382,222,29053,28784,21396,71,96,104,13951,11795,18293
PBANKA_0615300,8929,10171,8757,3072,1729,1195,31714,31289,21281,1056,1250,1188,15879,12462,16738
PBANKA_0615400,11781,10643,10180,14221,6989,18792,8762,8628,6851,14481,17879,14960,3841,3523,5153
PBANKA_0615500,1059,1392,1099,339,235,24,3359,3677,2863,36,39,36,6432,3962,5002
PBANKA_0615600,3427,2850,2739,3921,1852,4941,1476,1708,1262,3388,3889,3405,576,642,970
PBANKA_0615700,4245,3197,3689,1758,738,1988,4369,5368,4262,1839,2577,2011,1170,1092,1298
PBANKA_0615800,20636,16541,19419,6211,2017,5164,13238,15226,11470,3237,3679,3027,6018,5807,6620
PBANKA_0615900,173,130,113,62,14,35,60,62,55,17,31,18,39,29,31
PBANKA_0616000,1464,1309,1128,1307,894,2008,834,1003,699,1654,1834,1531,593,437,720
PBANKA_0616100,5381,4649,4896,7000,3968,9165,3192,3365,2598,7370,8405,7570,1228,1273,1736
PBANKA_0616200,3380,3095,2758,596,219,639,3645,3678,2951,374,388,397,2476,2071,2646
PBANKA_0616300,2722,2004,2096,2142,809,2033,1678,1496,1046,1652,1815,1651,515,551,477
PBANKA_0616400,1210,899,1024,693,380,684,1505,1308,1105,543,771,466,345,285,355
PBANKA_0616500,2684,2185,2397,2088,1155,2780,2029,2061,1593,1935,2104,2040,732,661,1048
PBANKA_0616600,5738,5110,5535,3133,2087,4287,5045,4668,3761,3318,3703,3227,1699,1439,1990
PBANKA_0616700,2343,1893,2111,1716,959,1548,6478,6037,5485,938,1128,877,975,797,1141
PBANKA_0616800,5832,4721,5116,5615,2143,5926,3905,3616,2595,5047,6153,5229,1639,1388,1789
PBANKA_0616900,2064,1581,1726,1746,538,1541,1963,1635,1344,1145,1329,1133,1258,847,1072
PBANKA_0617000,308,301,243,162,130,32,2566,2306,2028,33,29,45,1232,602,700
PBANKA_0617100,25004,23085,23388,29453,17683,39381,29955,34557,26443,35741,39883,35346,26436,14585,19966
PBANKA_0617200,24356,21581,22280,25239,16891,36150,19063,22513,17196,33641,36639,34578,11156,7442,10688
PBANKA_0617300,3908,2993,3362,2252,1080,2353,3021,2763,2106,1771,1978,1816,1054,1086,1474
PBANKA_0617400,16704,13901,14269,8388,3251,8535,9730,9609,6925,7292,9243,7521,4125,3915,4566
PBANKA_0617500,2183,1815,1829,2281,1378,3238,1513,1480,1036,2430,3003,2765,456,442,684
PBANKA_0617600,3036,2950,2965,1605,848,2010,8162,8281,6076,1532,1757,1545,8267,4586,4877
PBANKA_0617700,2414,2308,2269,1705,1027,2286,4694,5379,3907,1689,2012,1804,6177,3316,4259
PBANKA_0617800,212,272,248,217,138,228,686,479,405,259,340,248,245,161,158
PBANKA_0617900,3327,3942,3269,6726,3634,8253,5802,6207,4391,7048,8473,7285,4168,3280,4798
PBANKA_0618000,634,488,496,549,206,338,789,789,438,393,452,449,90,107,70
PBANKA_0618100,6736,6047,5987,4610,3292,6565,5317,5749,4229,5622,6997,6023,2802,2321,3569
PBANKA_0618200,25999,22975,23185,14591,7924,17432,23896,24929,17387,17282,21601,17647,9845,8552,10635
PBANKA_0618300,968,828,752,1741,1015,2515,520,676,477,1932,2248,2069,239,206,296
PBANKA_0618400,7674,6294,7308,4541,2533,5883,5465,5460,4264,4086,4568,4093,2300,2308,3420
PBANKA_0618500,3874,3149,3253,3049,1051,2961,3517,3297,2592,2100,2436,2003,1033,685,909
PBANKA_0618600,18941,15914,18409,14305,5967,15095,13282,12888,9386,13505,14937,13684,5457,5176,7323
PBANKA_0618700,2294,1642,1962,1389,530,1434,1493,1667,1359,1133,1380,1303,940,682,811
PBANKA_0618800,3823,3348,3525,1588,699,1533,6057,5723,4313,1349,1607,1483,6568,3526,3494
PBANKA_0618900,12280,11241,11662,8891,4955,11789,7355,6957,5546,8937,9445,8819,4174,3774,5909
PBANKA_0619000,3140,3060,3253,264,115,94,6712,4945,3788,64,72,71,3053,2677,3394
PBANKA_0619100,34553,31227,29944,38818,26505,56419,30352,37555,28262,51959,59714,54339,21599,14151,18856
PBANKA_0619200,2098,2247,1833,1266,813,190,16335,16722,14443,262,379,359,2114,1518,1866
PBANKA_0619300,10021,8449,9069,7891,4687,11366,5222,4989,3966,8330,8472,7790,2111,2014,3449
PBANKA_0619400,3092,3674,3174,1493,940,1892,7296,7350,5105,1580,1729,1538,9628,5519,6721
PBANKA_0619500,843,699,760,564,241,494,1243,1299,908,452,520,504,662,535,350
PBANKA_0619600,529,423,460,493,152,368,532,479,304,406,430,408,211,178,169
PBANKA_0619700,6133,7409,6082,148,85,55,31517,31418,22296,70,86,126,30078,22535,36039
PBANKA_0619800,3520,3013,2941,3694,1642,3789,4045,3660,2867,3254,4023,3427,1893,1386,1222
PBANKA_0619900,9270,8234,8201,11036,5913,14206,7013,8151,6019,12448,14008,12640,3665,2427,3540
PBANKA_0620000,2482,2434,2359,1885,1294,2336,4441,6120,4680,2083,2685,2379,3075,1858,2194
PBANKA_0620100,8750,9128,7890,3872,2060,4123,27828,31990,23284,4260,5248,4486,28361,16901,17920
PBANKA_0620200,4449,4826,4397,1858,1139,2265,12458,13529,9336,1712,2134,1755,12447,8055,12136
PBANKA_0620300,1320,1032,1252,2195,1451,358,9478,10751,6786,236,292,198,1952,1244,1627
PBANKA_0620400,6403,6344,5705,3309,1724,2679,16072,15861,11635,1669,1986,1766,6791,5701,8195
PBANKA_0620500,4448,3647,4089,2725,1176,3108,3173,2720,1940,2360,2651,2616,1124,1239,1671
PBANKA_0620600,460,496,412,255,120,91,2029,1931,1478,57,96,79,409,292,335
PBANKA_0620700,474,421,411,189,133,123,2086,1919,1682,159,264,181,575,310,389
PBANKA_0620800,2076,1608,1794,626,400,429,3081,3164,2567,301,400,400,3135,2008,2646
PBANKA_0620900,11955,9647,10352,7689,3322,8872,12317,13051,10022,6615,8521,6494,14647,10431,15065
PBANKA_0621000,2553,2285,2151,1529,626,1757,3685,3512,2850,1253,1832,1463,2000,1366,1546
PBANKA_0621100,1122,893,968,1470,860,1867,692,772,476,1410,1686,1503,267,194,247
PBANKA_0621200,1254,1272,1045,1609,746,1596,1383,1450,1047,1319,1735,1476,1715,869,808
PBANKA_0621300,18419,17171,18088,4794,1871,4523,30266,29870,20700,4086,5011,4120,20301,17587,22965
PBANKA_0621400,17569,15770,15426,12339,6322,14443,23711,24695,19428,12661,15902,12975,17831,11371,13550
PBANKA_0621500,4050,3307,3309,2565,906,2167,3167,3408,2434,1278,1423,1256,1961,1380,2147
PBANKA_0621600,8650,8471,7828,4667,2408,5671,9198,10643,7863,5237,6422,5041,6489,4803,6290
PBANKA_0621700,1350,1092,1141,2001,859,2148,956,946,735,1689,2015,1837,237,213,278
PBANKA_0621800,507,461,449,796,260,549,801,774,589,466,568,572,287,236,184
PBANKA_0621900,1756,1529,1580,2097,1257,2951,1903,1817,1456,2594,3139,2860,579,400,615
PBANKA_0622000,1156,1141,1055,256,181,22,5485,9118,5146,24,34,24,1223,936,910
PBANKA_0622100,11315,11074,10999,1914,814,1802,20386,19864,14187,1338,1508,1334,10451,9453,11178
PBANKA_0622200,26626,24094,23442,13209,6875,14099,17084,19759,14043,13594,15804,14057,8850,7567,9032
PBANKA_0622300,3681,3160,3263,2800,1517,3445,3397,3044,2255,2652,2990,2619,2379,1541,1982
PBANKA_0622400,2758,2351,2448,6647,4115,2212,19327,22954,15924,2457,2872,2464,5009,3164,3909
PBANKA_0622500,10150,7737,9374,1226,534,921,8786,9346,6691,790,1001,838,5826,4692,5473
PBANKA_0622600,4649,3965,4041,2032,772,1665,7562,8020,5939,1716,2135,1874,5549,3001,2897
PBANKA_0622700,6880,6674,6683,4152,2727,5358,6153,6575,4823,4356,5053,4471,4765,3954,5815
PBANKA_0622800,15625,12792,13179,6157,3493,7541,13235,14759,11080,7660,10093,8216,9513,6692,9112
PBANKA_0622900,4151,5336,4117,56,30,7,22150,24258,16460,136,153,155,57345,29197,43238
PBANKA_0622921,689,786,592,174,104,227,944,1279,916,179,301,215,1238,889,940
PBANKA_0622941,268,232,220,122,39,162,200,231,152,107,125,102,311,266,305
PBANKA_0622961,771,736,663,246,243,265,486,699,368,268,475,240,354,921,343
PBANKA_0623000,13127,15245,11265,5468,3385,7691,63831,80041,63799,6561,8332,6845,109871,54551,74345
PBANKA_0623100,98279,97063,90103,41257,24891,59692,159097,179187,133941,53994,64118,53928,137906,108698,188353
PBANKA_0623150,1718,1478,1500,1680,870,1706,4759,4943,3605,1832,2094,1882,2971,1595,1270
PBANKA_0623200,17567,17502,14720,16436,9703,23723,44853,56323,42749,24000,30464,23827,51422,23915,28555
PBANKA_0623300,17911,16988,15976,14866,9077,21622,40757,51453,37965,19997,24110,20354,43313,21601,23430
PBANKA_0623400,7151,7784,7150,1762,1026,2242,19447,20161,14135,1537,1776,1535,19231,13942,24324
PBANKA_0623450,11958,13828,13080,510,293,40,33334,30952,22403,47,40,92,14833,13255,17436
PBANKA_0623500,12152,12148,9746,7882,4234,10428,45698,53478,42941,7294,9321,7366,56639,27749,34299
PBANKA_0623600,39,37,40,52,45,87,52,203,84,62,76,74,2,7,12
PBANKA_0623651,1,2,7,11,8,17,16,17,12,0,5,3,2,6,5
PBANKA_0623700,3,3,1,3,0,0,2,4,0,1,0,1,1,1,3
PBANKA_0623751,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PBANKA_0700011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PBANKA_0700021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBANKA_0700031,3,1,0,10,2,8,1,1,1,1,3,4,0,0,0
PBANKA_0700041,0,0,0,0,0,3,0,1,0,2,3,2,0,0,0
PBANKA_0700051,3,3,3,6,1,9,2,1,1,9,8,11,0,1,2
PBANKA_0700061,26,23,17,18,12,37,29,69,27,47,81,56,39,30,17
PBANKA_0700071,176,180,170,199,109,340,274,345,233,214,277,242,77,59,50
PBANKA_0700081,111,92,126,93,32,114,103,115,91,145,222,206,69,26,64
PBANKA_0700100,339,360,301,802,363,1038,513,622,428,351,491,379,107,111,105
PBANKA_0700200,54,34,44,46,26,62,54,42,44,52,80,75,6,11,5
PBANKA_0700300,6,3,0,1,1,2,9,12,10,3,4,6,0,0,0
PBANKA_0700400,4,12,1,84,53,158,35,74,30,18,21,21,6,6,8
PBANKA_0700500,25,23,10,135,108,266,145,194,162,47,52,43,32,17,17
PBANKA_0700521,1,4,4,3,0,2,1,5,5,3,3,5,10,5,2
PBANKA_0700541,620,614,496,493,214,538,445,516,375,827,1077,771,107,117,63
PBANKA_0700561,2781,2696,2499,1882,1052,2721,4569,5944,4884,2891,3551,2844,5034,2957,3206
PBANKA_0700600,5211,4668,4195,6491,3583,8416,5990,7197,5498,7564,9242,7745,7814,4059,4140
PBANKA_0700700,5351,4748,4420,4364,2372,5988,9333,11999,9248,5205,6607,5521,8795,5030,4753
PBANKA_0700721,24,35,17,3,4,7,48,36,26,13,13,6,12,448,13
PBANKA_0700741,551,791,637,130,112,154,1160,1699,590,410,590,227,705,25091,721
PBANKA_0700761,2992,3728,2816,577,639,735,5007,6782,2839,1974,2908,1200,1498,118400,1788
PBANKA_0700800,7656,6536,7636,742,356,721,5053,5388,4134,539,555,525,3520,3918,5846
PBANKA_0700900,3530,3103,3155,1696,552,1468,8955,8412,6403,1548,1746,1640,11954,6668,5642
PBANKA_0701000,6622,6887,5511,4948,2801,6777,22136,24453,20423,5651,6975,5809,41394,19470,26358
PBANKA_0701100,20518,17328,19253,23258,11187,27513,19088,18448,13727,23708,26711,24218,6499,5885,7675
PBANKA_0701200,12289,14154,14153,272,125,109,24357,19510,15526,147,155,126,16973,12492,15055
PBANKA_0701300,1813,2089,2128,45,39,23,4459,3995,2769,24,31,20,2510,1909,2212
PBANKA_0701400,2424,2203,2252,2100,1026,2678,1653,1514,1348,2353,2528,2204,969,777,1091
PBANKA_0701500,5024,4013,4040,7516,4338,10738,2107,2367,1854,8488,9332,7953,1173,1126,1595
PBANKA_0701600,3301,3287,2983,5270,3371,7750,4431,4540,3864,6609,7070,6480,4867,2370,3459
PBANKA_0701700,4212,3339,3869,3110,1092,2775,3119,3293,2154,2530,3076,2514,1234,1123,1317
PBANKA_0701800,7009,6506,6812,1731,775,2099,8030,8199,6222,1006,1153,1111,4198,3581,5666
PBANKA_0701900,4077,4717,2951,160,99,168,13377,14783,13556,192,345,247,35002,16611,26301
PBANKA_0702000,3717,4547,4410,616,348,338,16163,17186,11287,353,461,393,17346,12275,15982
PBANKA_0702100,1285,1464,1186,219,104,156,3376,4369,2990,159,221,140,3753,2748,3523
PBANKA_0702200,2375,2016,2144,1646,736,1824,2549,2320,1945,1378,1671,1308,1959,1285,1985
PBANKA_0702300,2127,1686,1765,2568,1078,2584,1637,1820,1281,1712,2120,1927,564,605,722
PBANKA_0702400,13215,13334,12780,4240,2385,5456,18966,18969,14553,4689,5877,4602,15257,13489,17445
PBANKA_0702500,2285,2070,2185,1802,860,1947,2288,2829,1795,2066,2410,2129,968,802,858
PBANKA_0702600,450,328,402,469,150,291,317,352,217,265,315,346,79,73,60
PBANKA_0702700,1255,995,1071,766,470,745,2789,2786,2038,396,500,387,859,651,791
PBANKA_0702800,155969,146256,149339,60018,30352,78765,123138,122916,96692,54467,66528,55002,56767,55558,90594
PBANKA_0702900,31041,29337,29363,6508,3216,7086,38081,43954,33169,7840,9254,7683,32920,22598,24997
PBANKA_0703000,334,304,267,61,27,40,591,496,318,26,46,41,267,128,153
PBANKA_0703100,5055,4143,4479,3930,1725,4386,3514,3493,2596,4413,5095,4713,1902,1652,2034
PBANKA_0703200,5698,4633,5310,3497,2012,4398,3977,3718,2750,3292,3847,3464,1551,1548,2371
PBANKA_0703300,1169,905,1156,1275,700,788,3294,3049,1909,648,815,761,596,477,499
PBANKA_0703400,6734,5406,6303,4486,2240,5942,5475,4704,3718,5036,5915,5168,4299,2732,3640
PBANKA_0703500,589,573,566,2154,1236,141,12371,11773,7737,250,341,293,957,725,938
PBANKA_0703600,4493,3995,4196,2713,1011,2332,4824,4727,3208,2014,2483,2467,2340,1659,1394
PBANKA_0703700,8783,8187,7809,4520,2415,4369,16654,19030,13831,5699,6890,6127,13696,8374,6917
PBANKA_0703800,3474,3482,3383,636,454,459,4581,4730,3014,580,670,568,2131,1668,1718
PBANKA_0703900,47657,46122,41376,61751,39482,92405,36205,45425,34015,83543,99381,84090,24372,15746,21141
PBANKA_0703910,231,174,205,203,59,190,223,219,154,163,198,162,81,67,70
PBANKA_0704000,1406,1133,1320,1483,689,1298,1194,1231,878,1215,1454,1281,525,419,543
PBANKA_0704100,12727,10920,11142,9186,4102,10290,12487,11657,8883,8026,9157,8186,9245,7453,11706
PBANKA_0704200,6055,4994,5671,2358,1173,2728,6500,6217,4408,1578,1779,1729,2760,2508,3326
PBANKA_0704300,6520,5822,6109,2366,974,2688,6814,6256,4640,1328,1361,1193,3575,2927,3811
PBANKA_0704400,2074,1954,2315,953,444,531,4581,4452,2976,364,391,327,1630,1467,1410
PBANKA_0704500,32899,26464,26199,31249,12506,33104,23879,25683,20140,28379,33836,27729,10213,8308,9332
PBANKA_0704600,3103,2332,2621,2593,1190,2914,2084,2255,1514,2608,3189,2744,964,806,1105
PBANKA_0704700,338,274,272,756,490,70,9663,8684,7997,59,79,73,628,459,572
PBANKA_0704800,97,156,102,3010,1870,18,12189,11705,7236,60,52,52,778,637,638
PBANKA_0704900,52,119,90,2031,1157,18,8567,8074,4986,37,45,35,573,456,447
PBANKA_0705000,924,892,894,848,509,1113,1185,1212,908,859,896,836,541,416,507
PBANKA_0705100,4932,4754,3997,3640,2594,4735,13850,16402,11517,5025,5896,5214,11076,6556,5910
PBANKA_0705200,6547,5790,6366,3234,1758,4307,5327,4712,3648,3015,3415,2970,2529,2542,3732
PBANKA_0705300,1224,1091,1151,571,242,560,999,858,710,347,350,300,495,418,569
PBANKA_0705400,2097,2037,2074,788,520,977,2081,2090,1575,899,874,757,914,886,1348
PBANKA_0705500,352,380,301,72,61,39,569,1170,901,35,70,57,201,143,137
PBANKA_0705600,14895,12596,13569,4372,2491,2688,26695,26314,18613,1974,2641,2014,11227,10137,13495
PBANKA_0705700,3794,3129,3294,3455,1311,2924,5461,5935,4319,2385,2907,2537,2636,1838,1564
PBANKA_0705800,13100,11846,12220,7476,3440,9131,11634,12367,9285,7480,8901,7163,6290,5025,6977
PBANKA_0705900,7662,6634,7096,3830,1942,4526,6378,6306,4747,2767,3352,2800,2135,2022,2970
PBANKA_0706000,3300,3162,3280,2100,1204,2625,3696,3706,2827,2417,3186,2607,1575,1201,1750
PBANKA_0706100,1190,848,854,1473,800,1819,467,462,375,1583,1971,1596,141,159,222
PBANKA_0706200,3254,2505,2655,4530,1911,5379,1325,1377,871,4214,4858,4236,380,438,717
PBANKA_0706300,1006,804,798,3898,1553,4582,958,992,700,2433,3124,2433,166,143,174
PBANKA_0706400,7149,5817,6375,4862,1871,4849,5508,5428,4290,1600,1752,1576,1615,1579,2094
PBANKA_0706500,1123,1002,950,1314,802,2036,499,600,416,1738,2073,1794,471,329,406
PBANKA_0706600,727,495,451,518,205,418,487,621,437,298,345,321,936,498,717
PBANKA_0706700,5242,5361,4916,3081,1811,2562,12408,12230,8521,2359,2923,2222,5669,4160,5561
PBANKA_0706800,7238,5997,6331,3504,1415,3649,4786,5016,3792,2466,2955,2334,2055,1975,2516
PBANKA_0706900,1977,1824,1849,1680,950,2315,1527,1628,1218,1799,2214,1622,653,592,939
PBANKA_0707000,175,163,143,70,18,42,297,225,188,16,26,26,93,73,112
PBANKA_0707100,270,383,230,6540,4636,55,33131,32576,23350,111,111,115,2290,1668,2113
PBANKA_0707200,183,100,118,197,134,39,1072,1820,1211,58,64,57,134,111,97
PBANKA_0707300,27675,27121,26068,14046,8031,17355,44830,55670,38414,15690,18647,15767,30950,21830,25861
PBANKA_0707400,15579,13062,12484,13413,7176,19197,22930,32133,24800,11089,15029,11752,19540,11057,14140
PBANKA_0707500,2926,2736,2792,5190,3235,7549,2362,2216,1741,5808,6986,6065,1049,845,1313
PBANKA_0707600,4117,3133,3652,1752,671,1633,3126,3051,2267,1332,1530,1360,1599,1134,1615
PBANKA_0707700,49555,58542,41871,1837,866,1382,246126,244687,186596,2490,3537,3234,627261,336894,449077
PBANKA_0707800,4378,3869,3761,2860,1508,3600,3235,3098,2239,2780,3392,2885,2274,1722,2089
PBANKA_0707900,611,489,510,164,67,81,530,584,431,35,48,52,238,281,246
PBANKA_0708000,29538,26721,26230,18398,9638,24226,26151,26965,20154,21788,27334,20987,17048,14878,23439
PBANKA_0708100,2261,2073,2054,1005,649,1263,4149,5146,3921,1325,1790,1426,3026,1765,2792
PBANKA_0708200,1695,1559,1527,1182,574,1211,2965,3930,2695,1077,1491,1337,1494,912,1107
PBANKA_0708400,1916,1492,1619,1908,999,2442,1296,1281,1064,1886,2075,1711,390,382,611
PBANKA_0708500,965,814,884,843,366,737,1284,1440,1065,547,707,667,649,537,578
PBANKA_0708600,1226,876,985,1344,521,1490,889,873,655,1217,1424,1398,250,214,224
PBANKA_0708700,1240,1042,992,1312,680,1688,624,590,404,1374,1543,1383,243,174,278
PBANKA_0708800,9706,8461,9181,7166,3453,9140,8517,7489,5974,6916,8057,6922,4191,3378,4867
PBANKA_0708900,3065,2666,2654,1842,1164,2385,2177,2067,1665,1844,2155,1983,854,749,1129
PBANKA_0709000,5272,4930,4892,2777,1892,3773,7814,7555,5974,2277,2965,2563,2656,2173,3223
PBANKA_0709100,15434,13500,14146,20246,11722,25377,14137,15101,11504,24418,27619,25965,5276,3766,3820
PBANKA_0709200,3214,2534,2698,3246,1486,3637,2362,2403,1764,2283,2557,2282,1340,981,1144
PBANKA_0709300,594,523,463,1089,433,966,429,405,304,824,950,953,165,91,81
PBANKA_0709400,9681,10644,9088,4324,2392,6123,29315,33101,26986,5813,6949,5697,36678,18708,28802
PBANKA_0709500,7187,7007,6720,7528,4099,9422,11007,11170,8554,7749,9045,8066,9973,7414,9555
PBANKA_0709600,2635,2472,2592,1946,1039,1999,4392,4344,2924,2049,2458,2057,1955,1515,2129
PBANKA_0709700,7279,6644,6539,2954,1196,2974,9470,9312,6777,2158,2731,2092,6145,5012,7589
PBANKA_0709800,12912,11920,12055,2327,950,2318,15594,15322,10856,1471,1492,1617,8608,6469,8730
PBANKA_0709900,2042,1763,1704,1491,648,1755,2076,1932,1499,1146,1350,1155,2003,1240,1768
PBANKA_0710000,1635,1398,1456,1005,503,1004,1764,2056,1229,686,729,702,1123,870,1293
PBANKA_0710100,18724,15914,16570,12381,5772,14909,15748,15486,11416,9864,11567,9673,6989,6192,9402
PBANKA_0710200,2221,2386,2123,671,426,800,3312,3435,2525,537,606,488,1359,1019,1256
PBANKA_0710300,3585,3266,3264,1998,816,1996,6023,5407,3762,1769,2140,1804,2923,2422,3052
PBANKA_0710400,2434,1872,2038,1937,1001,2233,1554,1447,994,1627,1995,1621,462,460,668
PBANKA_0710500,1511,1027,1313,1294,346,793,1824,1686,1052,724,825,884,589,527,408
PBANKA_0710600,2159,1776,1880,2908,1151,2941,2099,1993,1653,2143,2720,2298,377,372,485
PBANKA_0710700,1186,1154,1146,1772,1193,2182,1432,1366,1070,1961,2280,2030,904,590,573
