gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PBANKA_1013100,19139.06001290766,-1.3734295068801423,0.12497727995737412,-10.98943349822125,4.296140908777237e-28,1.856250303658074e-27
PBANKA_1013700,2077.287995086701,-1.017540597762685,0.1464720810156935,-6.9469935205854165,3.731528334727643e-12,8.653647954262484e-12
PBANKA_1014300,3612.0645409743042,-1.1244865646063957,0.13078150929337856,-8.598207580582864,8.097074497807259e-18,2.4438443029745544e-17
PBANKA_1014400,6973.441488463831,-1.6185367614278838,0.13382977204982102,-12.093996250889141,1.1362246853241425e-33,5.87049420750807e-33
PBANKA_1015000,4164.971869835871,-1.6294782592397439,0.11459255951743938,-14.219756204954653,6.909322065444101e-46,4.993731931007773e-45
PBANKA_1015700,563.3070578242713,-1.3015925876232097,0.1685371809824692,-7.7228809692657565,1.1372937049688035e-14,2.978378323546801e-14
PBANKA_1016800,2341.6241199303126,-1.8740322302500154,0.14848524398512772,-12.62099977043994,1.6175457837849027e-36,9.028080914704024e-36
PBANKA_1017900,5484.2604619992535,-1.0635756730775041,0.13347646384303472,-7.968263785653214,1.6091909426680943e-15,4.404732229239369e-15
PBANKA_1018400,4771.07573099222,-2.409032340154167,0.10290723203120371,-23.40974771747525,3.400395621496692e-121,1.0415735635846413e-119
PBANKA_1018500,12589.889655880763,-1.0355168145395266,0.1300655483863315,-7.961499623741628,1.6996658149087856e-15,4.647439045441345e-15
PBANKA_1018700,5318.525128520923,-2.088614599552931,0.11655134385635399,-17.920124560100184,8.214400253224244e-72,1.1182884577537556e-70
PBANKA_1019300,1182.0476208856842,-1.2140381233890782,0.15004502570991066,-8.091158754814284,5.9099764793927105e-16,1.6528662479866787e-15
PBANKA_1019310,65.09699638725071,-1.2885507994629537,0.4454965085160129,-2.8923925885642223,0.0038231988449611344,0.005294451360648546
PBANKA_1020600,2528.3633975700996,-1.8176196043440391,0.12157597281548947,-14.950483736638988,1.5462191567218317e-50,1.2530462646441806e-49
PBANKA_1020700,6486.215187503639,-1.2140060973342055,0.1281136774303849,-9.476006946985647,2.6420007518999317e-21,9.143063799110322e-21
PBANKA_1021700,2467.3757545557987,-1.3163266002906027,0.10493890706814941,-12.543742231237019,4.301905251040813e-36,2.382949883945751e-35
PBANKA_1021800,819.8348157916324,-1.90461881460725,0.15708804180372418,-12.124530885597277,7.830731450268184e-34,4.0745140589565295e-33
PBANKA_1021900,1229.4465709352028,-1.5501732719036085,0.1540965524203518,-10.059753106448307,8.320675187605429e-24,3.1208596585581296e-23
PBANKA_1022800,6169.906980698237,-1.3927470675492042,0.13592893330614933,-10.246141374569275,1.2316253086634254e-24,4.758216094881372e-24
PBANKA_1023200,5829.57353438991,-1.0487459811194986,0.12047074940920617,-8.70539932940232,3.164585496739573e-18,9.733985036594048e-18
PBANKA_1023500,7170.974325027734,-1.371573293577588,0.10583023095148472,-12.96012756701204,2.0590482520382426e-38,1.2123412248270935e-37
PBANKA_1023900,994.0756792596284,-1.3561887872610439,0.15544098817017438,-8.724782332034001,2.666931134035866e-18,8.252572228351514e-18
PBANKA_1025600,1282.2017088205776,-1.0507355909838025,0.14872018440438417,-7.065184831446643,1.6040234702824654e-12,3.786378338565857e-12
PBANKA_1025800,3733.09355781894,-2.1847551985470512,0.1515292409506024,-14.418043572588527,3.984785146768246e-47,2.9804802856496215e-46
PBANKA_1026400,3730.932803780646,-1.373422053486736,0.13334106939665127,-10.300067786326215,7.0411667522949225e-25,2.751241010425943e-24
PBANKA_1027400,633.7766509247998,-1.5317402336525363,0.18121539369667555,-8.452594464554236,2.8489988039991176e-17,8.41132980228311e-17
PBANKA_1027900,7311.954591201425,-1.3260744459789595,0.14869925057351707,-8.91782871039654,4.755191462597376e-19,1.5123742439138503e-18
PBANKA_1028400,31164.14693080942,-1.186537886519261,0.13546001914422676,-8.759321709942565,1.964287628239035e-18,6.111380976371266e-18
PBANKA_1029700,4341.585635479111,-1.7002424901256725,0.1220343532743092,-13.932490684027819,4.0208525355911725e-44,2.762524318845417e-43
PBANKA_1029800,3236.3192587053327,-1.594591828791459,0.12076087604334185,-13.204540088125476,8.26026702040234e-40,5.06039691511791e-39
PBANKA_1029900,5201.5647480411435,-1.7518013035623357,0.10754131087988796,-16.289566206970537,1.170565529582665e-59,1.2023413603258272e-58
