gene,ERR022872,ERR022873,ERR022874,ERR022875,ERR022876,ERR022877,ERR022878,ERR022879,ERR022880,ERR022881,ERR022882,ERR022883
gene:Smp_046160,433,1019,258,330,776,1893,1460,1537,1647,1514,1624,1577
gene:Smp_046190,781,1391,384,810,1261,2253,1132,1813,1539,1970,1579,1779
gene:Smp_046250,666,2222,342,325,1258,1047,831,2627,4217,4910,3999,4091
gene:Smp_046290,2241,4935,1736,1595,6179,5819,3619,11120,15410,16210,13022,14544
gene:Smp_046360,165,194,308,141,1940,767,429,7349,5424,4753,4405,4403
gene:Smp_046410,77,68,11,145,87,313,185,11,75,34,45,42
gene:Smp_046430,2188,1459,1308,2240,5226,5693,3838,13448,8673,8584,7141,7987
gene:Smp_046500,634,1521,558,448,1801,2132,1351,1522,3021,3097,2353,2827
gene:Smp_046550,398,629,195,172,793,847,744,1709,2069,1800,1560,2175
gene:Smp_046630,1500,5218,1544,591,6428,5982,2471,10368,6857,9236,6300,7027
gene:Smp_046680,1244,1082,503,520,1809,2097,1354,4874,3849,3195,2815,3530
gene:Smp_046690,88,27,169,38,580,156,128,4143,592,670,563,519
gene:Smp_046740,3415,3370,867,2893,2888,4153,2517,4290,4154,4107,4179,4645
gene:Smp_046750,1106,1015,483,718,1532,2579,2133,3012,3401,3249,2808,3107
gene:Smp_046780,36,16,63,28,208,91,43,91,32,20,18,21
gene:Smp_046790,647,506,652,624,2651,5283,3615,9218,14405,14775,15638,15643
gene:Smp_046800,319,314,62,221,327,380,369,82,424,671,640,695
gene:Smp_046810,950,1561,470,980,1669,1569,1066,2280,3658,3092,3115,3504
gene:Smp_046870,337,1024,195,213,787,425,287,930,1124,888,741,866
gene:Smp_046880,579,962,319,329,1201,1827,1195,3700,5686,4602,3871,4532
gene:Smp_046890,926,874,421,776,1599,2078,1362,3980,2719,2676,3056,3015
gene:Smp_046900,362,382,257,280,801,1257,698,1367,973,766,629,725
gene:Smp_046910,44,80,22,28,73,262,147,82,120,126,156,144
gene:Smp_046930,159738,37026,49019,94346,166015,231592,168405,126460,75162,74960,51060,59871
gene:Smp_046980,602,674,346,448,1341,1060,818,1666,1301,1512,1090,1237
gene:Smp_047060,3885,2265,530,6581,1824,6357,4678,638,423,451,421,462
gene:Smp_047090,166,725,101,164,383,508,342,903,983,947,594,764
gene:Smp_047110,377,672,140,242,599,1042,677,1357,3399,3119,2721,3403
gene:Smp_047190,2368,1234,1400,2114,5487,5534,4049,18187,13208,12025,10717,12160
gene:Smp_047200,7214,14712,4945,4138,16209,12942,9310,11698,23304,22153,17199,20413
gene:Smp_047240,16,58,32,10,116,22,8,209,187,114,53,114
gene:Smp_047330,1409,156,333,1463,1426,3130,2141,1178,956,783,824,926
gene:Smp_047360,2014,1711,502,1062,1726,4277,2901,2206,2623,2451,2442,2409
gene:Smp_047370,10823,10462,1211,17085,4517,19950,15005,5229,4050,4323,4389,4378
gene:Smp_047400,60,88,16,20,70,87,88,139,19,56,70,49
gene:Smp_047410,533,1146,280,290,1119,963,657,2315,3051,2603,1948,2288
gene:Smp_047440,495,461,190,383,688,1418,914,1972,1235,903,980,1031
gene:Smp_047450,1153,850,507,984,1907,1924,1458,2767,2286,1643,1562,1889
gene:Smp_047460,93,366,24,221,42,117,60,437,2011,1410,1624,1947
gene:Smp_047500,696,581,530,232,1755,975,829,3787,1990,1513,1332,1689
gene:Smp_047540,109,279,85,71,347,302,189,825,2161,1915,1551,1696
gene:Smp_047550,155,42,36,147,107,734,524,18,45,96,67,105
gene:Smp_047610,26,109,9,9,48,67,40,113,150,114,139,123
gene:Smp_047620,362,241,121,141,443,771,429,508,391,323,405,387
gene:Smp_047640,1,1,17,0,45,4,11,65,6,4,3,2
gene:Smp_047650,3518,1114,1696,3376,5992,6247,4298,4030,5701,3407,2941,3380
gene:Smp_047680,0,431,14,2,53,21,25,69,669,83,101,115
gene:Smp_047700,102,423,46,152,104,185,189,167,348,320,184,297
gene:Smp_047720,568,601,159,291,626,1143,724,1555,3875,3769,3211,3855
gene:Smp_047740,875,1566,446,606,1783,2467,1769,2810,3161,2555,1970,2474
gene:Smp_047860,431,1143,292,364,1048,1056,759,1892,2087,1768,1491,1913
gene:Smp_047870,202,878,96,142,383,454,270,660,2821,2812,2601,2944
gene:Smp_047900,4734,1201,867,2841,3408,6012,4276,17237,7564,8260,7693,8289
gene:Smp_048050,45,172,2,44,5,0,4,0,0,0,0,0
gene:Smp_048080,292,144,111,229,425,916,584,673,580,426,422,633
gene:Smp_048160,15727,3719,7831,13577,28752,33626,25095,57505,26042,20860,15132,17174
gene:Smp_048230,198,1312,268,182,879,501,333,2082,3915,3710,3528,3787
gene:Smp_048240,1002,1434,334,627,1287,1752,1361,2418,3512,3180,2997,3399
gene:Smp_048260,920,1510,603,866,2132,3042,2344,1754,2527,2748,1859,2321
gene:Smp_048380,6,68,7,0,20,28,24,13,333,326,277,306
gene:Smp_048420,243,426,77,124,305,652,467,473,1520,1079,1085,1201
gene:Smp_048430,7701,8644,2798,8985,9844,20780,14408,10832,17428,16172,13380,16054
gene:Smp_048520,292,385,132,204,512,666,478,1885,3279,2158,2472,3100
gene:Smp_048540,477,294,325,276,1261,592,550,3306,1581,1256,1101,1466
gene:Smp_048550,241,409,184,137,725,542,466,2018,1469,1506,1765,1686
gene:Smp_048560,1171,1483,1297,822,5638,1409,950,20844,8975,7088,7800,7870
gene:Smp_048620,722,490,353,518,1433,905,618,1835,2069,1933,1411,1528
gene:Smp_048650,247,439,128,105,505,499,348,405,429,495,542,514
gene:Smp_048660,1183,763,686,797,2586,3054,2100,4597,7451,5876,5627,6617
gene:Smp_048760,810,719,318,570,1232,1932,1536,1759,1878,2002,1920,2037
gene:Smp_048830,592,604,172,458,524,654,461,832,803,728,606,760
gene:Smp_048880,1888,729,395,1614,1279,3182,2410,702,744,954,1037,911
gene:Smp_048930,41,120,8,24,106,106,60,166,265,176,228,224
gene:Smp_048940,356,661,297,435,1186,2020,1411,3401,2288,2382,1863,2206
gene:Smp_048970,1075,905,363,713,1396,2154,1465,1892,1951,1740,1507,1840
gene:Smp_048980,1770,1669,1094,1514,4415,3568,2302,13181,7861,6742,6251,6967
gene:Smp_048990,998,598,277,1291,1005,2596,2250,2933,4411,2904,3120,3935
gene:Smp_049000,2262,878,399,1373,1535,3262,2616,1948,2997,2613,2130,2501
gene:Smp_049010,1804,3633,1307,1450,4865,3749,2792,15312,11745,11874,10871,11843
gene:Smp_049140,502,1153,248,315,970,936,568,1452,2772,2301,2203,2592
gene:Smp_049150,197,3710,185,98,672,474,368,1755,2445,2455,2375,2788
gene:Smp_049160,307,99,120,149,474,676,407,685,2372,2247,2087,2248
gene:Smp_049170,2911,2226,1901,2198,6565,6219,3985,6894,3507,4230,3754,3965
gene:Smp_049230,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_049270,597,7449,191,1341,833,1038,864,2293,11560,8555,9552,10910
gene:Smp_049330,1430,1529,559,1019,1965,2082,1434,4551,5912,5545,4237,4753
gene:Smp_049380,1825,4315,633,1129,2357,3334,2370,9292,13360,11976,10205,11553
gene:Smp_049390,351,1427,181,549,704,1752,1338,1059,1764,1687,1397,1686
gene:Smp_049500,3748,4331,1651,2255,5728,7391,5183,7487,5203,4889,3823,4509
gene:Smp_049510,3142,2382,1332,2223,4449,6248,4704,7171,7766,8589,6926,7601
gene:Smp_049520,658,3266,316,247,1171,968,720,1245,3188,3428,2353,3042
gene:Smp_049550,5738,31873,2235,2685,7639,9180,8321,14863,27784,40161,37827,41621
gene:Smp_049580,160,579,358,120,1503,650,432,3788,2888,3288,2833,3023
gene:Smp_049600,3088,3149,1050,1712,3738,6126,3706,6611,7437,7071,6113,6853
gene:Smp_049610,199,77,41,114,108,428,312,208,387,310,185,221
gene:Smp_049630,791,1480,954,573,3334,1922,1460,3728,3822,4294,3211,3842
gene:Smp_049680,2356,2672,1058,1782,3350,6853,5023,2890,2972,3173,3262,3262
gene:Smp_049730,2146,3709,1162,1541,4053,4390,2822,8381,6564,6139,5087,5576
gene:Smp_049740,1500,1318,511,694,1822,3180,1899,4617,6817,4322,4690,5300
gene:Smp_049760,1870,1709,915,1316,3567,3184,2112,9645,9911,9014,7596,9264
gene:Smp_049880,1402,1521,962,1294,3702,4425,3011,3928,4360,4167,3586,3996
gene:Smp_049890,697,788,623,585,2417,2125,1363,2983,2035,2335,1689,1793
gene:Smp_049910,704,1723,404,485,1437,1191,973,4147,4872,4751,4132,4673
gene:Smp_049920,634,537,526,589,2027,1782,1125,5268,5259,5283,4166,4686
gene:Smp_049930,580,683,390,337,1482,991,650,3525,2740,2531,2124,2236
gene:Smp_049970,1895,2574,796,1448,2843,3287,2246,6511,5849,4196,4161,4685
gene:Smp_049990,1955,703,475,1024,1708,2801,1700,4553,4337,3201,2947,3677
gene:Smp_050080,843,736,348,474,1379,1099,770,2529,2123,1675,1270,1627
gene:Smp_050110,736,876,391,511,1609,1327,907,5555,4070,4032,3339,3656
gene:Smp_050130,1489,3224,584,1139,1867,2801,1859,4102,3486,3538,3472,3441
gene:Smp_050160,630,290,216,520,894,2276,1490,3023,3902,4404,3660,4198
gene:Smp_050220,9288,754,1696,10101,7357,28097,18270,14828,6625,9828,8904,9726
gene:Smp_050250,189,221,255,135,1146,993,666,3588,2577,2434,1911,2312
gene:Smp_050270,0,402,4,0,16,15,2,0,18,0,0,2
gene:Smp_050280,1355,3514,716,597,2461,1041,1707,829,1279,1171,1395,1116
gene:Smp_050350,262,597,153,186,534,612,445,1084,941,1012,823,871
gene:Smp_050360,516,389,391,417,1500,1234,975,1653,2417,2448,2012,2380
gene:Smp_050380,60,85,21,25,96,138,76,180,180,146,139,173
gene:Smp_050430,698,941,475,297,1498,996,700,2195,2208,2013,1830,2056
gene:Smp_050470,981,621,539,593,2112,1789,1253,4361,4490,4326,3585,4065
gene:Smp_050520,194,438,74,46,328,781,373,2392,5985,5598,6527,7125
gene:Smp_050540,91,134,83,50,333,326,277,938,1105,1036,814,1013
gene:Smp_050570,690,2022,454,578,1547,2231,2183,2042,3425,2903,2752,2894
gene:Smp_050590,341,428,205,280,670,839,533,545,1021,1113,938,1050
gene:Smp_050700,1815,2023,730,1391,2368,4955,3483,2905,1903,1788,1665,1892
gene:Smp_050730,676,934,262,353,965,1201,835,1449,2103,1476,1291,1763
gene:Smp_050740,891,1575,375,471,1363,1333,1019,3673,4503,3702,3404,3812
gene:Smp_050760,119,175,20,66,73,151,106,196,447,338,346,404
gene:Smp_050820,99,475,60,64,140,240,182,277,759,632,503,608
gene:Smp_050830,15040,1460,2479,14190,8750,29507,20239,12328,6654,7151,6851,7530
gene:Smp_050880,191,351,80,137,276,422,307,552,556,303,339,377
gene:Smp_050890,899,824,684,569,2706,2180,1487,8415,5464,4837,4276,5142
gene:Smp_050920,2914,2526,1173,1865,3831,7179,4672,9768,9324,8260,6246,6978
gene:Smp_050940,3192,5037,1479,1697,5198,10751,8414,3925,4948,4667,4391,4501
gene:Smp_051000,347,360,181,266,806,1081,875,1683,2033,1775,1715,1894
gene:Smp_051010,239,843,189,260,568,664,497,1199,1339,842,862,999
gene:Smp_051070,11,53,13,6,69,37,47,133,355,169,257,300
gene:Smp_051080,618,1154,350,286,1200,922,719,4355,6019,6589,7148,7037
gene:Smp_051090,209,26,62,319,307,542,404,436,208,186,169,181
gene:Smp_051120,25,29,38,60,185,77,30,937,206,166,227,179
gene:Smp_051130,350,11,154,576,479,1841,1326,1152,1226,1327,912,1102
gene:Smp_051210,28130,18675,5174,20854,17843,43529,31189,54831,55078,60439,52222,55413
gene:Smp_051220,16,12,15,2,83,20,14,163,59,79,90,90
gene:Smp_051230,7645,8100,3411,5637,11940,16995,12135,14433,9289,10629,8496,9573
gene:Smp_051260,5334,13541,2529,3028,8478,10480,7724,7820,13103,21654,16562,19131
gene:Smp_051280,1668,796,687,1218,2693,4435,3162,7240,6524,5093,4240,5138
gene:Smp_051290,4,11,2,2,8,14,8,0,14,8,16,37
gene:Smp_051300,2961,3858,1561,2266,5315,6632,4617,8138,6227,6757,5412,6229
gene:Smp_051320,309,535,104,170,331,999,514,461,938,717,652,812
gene:Smp_051360,11915,3662,2836,9053,9855,23857,16045,11059,6080,6713,6209,6325
gene:Smp_051390,187,1157,92,87,349,650,397,753,2738,2020,1772,1997
gene:Smp_051400,15,729,27,5,88,28,20,74,431,340,386,376
gene:Smp_051410,54,109,14,61,47,225,142,205,304,280,384,301
gene:Smp_051420,1724,1088,321,1014,1168,284,210,301,731,472,576,639
gene:Smp_051530,3577,4224,1811,3088,6538,6360,4751,14261,14168,13330,10512,12004
gene:Smp_051550,843,394,196,308,877,1454,825,1879,1988,1554,1357,1714
gene:Smp_051640,526,303,205,514,949,1694,1045,2241,1371,1039,904,1340
gene:Smp_051660,352,383,230,349,1098,1968,1075,3456,2159,1421,1565,1665
gene:Smp_051670,465,35,50,263,234,453,323,84,48,34,24,44
gene:Smp_051810,74,387,27,41,134,153,103,329,796,907,756,992
gene:Smp_051920,375,647,143,81,448,373,370,225,445,536,406,432
gene:Smp_051930,698,1087,202,367,884,1848,1399,2808,4997,4468,3641,4320
gene:Smp_052060,10737,3852,1216,16941,4691,23685,18971,4514,3439,3535,2792,3124
gene:Smp_052140,989,455,416,624,1199,2185,1354,1530,1570,1465,1092,1582
gene:Smp_052150,82,86,15,51,62,71,51,130,197,133,163,152
gene:Smp_052160,141,70,33,107,192,280,259,517,420,439,355,351
gene:Smp_052230,2946,345,863,4820,3415,13897,9452,9579,1567,1236,1305,1387
gene:Smp_052280,1524,1947,305,1627,1195,3224,2308,1532,2011,2154,1840,2122
gene:Smp_052290,181,20,155,75,816,482,376,4253,5696,4730,4268,5002
gene:Smp_052330,374,615,191,204,653,482,433,1525,2061,2048,1762,1966
gene:Smp_052350,10053,2967,2785,10554,10185,19744,13910,22400,11058,8783,10745,10651
gene:Smp_052390,174,138,52,73,228,237,190,107,146,141,163,164
gene:Smp_052460,0,0,0,0,0,0,0,0,1,1,4,1
gene:Smp_052500,193,114,79,107,223,456,362,474,425,469,555,454
gene:Smp_052630,20,24,5,21,50,41,31,105,254,250,171,244
gene:Smp_052640,2275,997,1046,1550,3245,5513,3979,4458,3827,3819,3072,3711
gene:Smp_052710,334,575,138,281,528,1074,856,1174,1032,648,591,817
gene:Smp_052740,614,367,197,305,816,1491,860,1350,1501,1265,1257,1413
gene:Smp_052750,138,71,60,111,293,299,291,381,1159,1162,872,875
gene:Smp_052760,78,150,43,54,154,34,70,237,304,307,195,218
gene:Smp_052780,178,128,105,102,299,300,255,747,531,534,471,552
gene:Smp_052790,1036,224,326,508,1108,2010,1519,2616,5121,3655,3428,4235
gene:Smp_052800,1576,952,458,719,1688,3096,2013,2402,2971,2273,2062,2492
gene:Smp_052870,1094,1648,724,656,2631,2489,1499,4766,5318,2909,3069,3826
gene:Smp_052890,501,525,319,506,958,1140,764,1823,2389,1820,1341,1619
gene:Smp_052910,16961,4799,5367,15428,19078,49413,33221,17756,9624,8030,7969,8692
gene:Smp_053020,369,402,221,197,794,1487,1044,2008,1869,1535,1156,1487
gene:Smp_053030,2040,1740,744,1390,2736,3372,2242,3386,2127,2586,2125,2288
gene:Smp_053040,910,802,432,745,1378,1762,1490,1805,1670,1636,1352,1417
gene:Smp_053060,2128,1301,557,1350,2180,4336,3029,4942,8301,7722,9031,10597
gene:Smp_053120,25,63,18,35,97,123,74,418,371,256,281,332
gene:Smp_053130,5735,10717,3877,3962,12651,14805,9522,7133,13170,12228,10504,11796
gene:Smp_053140,1100,822,434,771,1378,2445,1558,2686,2193,2136,1886,2137
gene:Smp_053160,298,168,107,162,426,726,428,790,1506,1320,1027,1360
gene:Smp_053220,1084,3054,409,495,1629,1322,1177,4251,6810,5758,6596,6774
gene:Smp_053230,4022,6355,1767,4360,7267,12048,8310,8558,8462,8408,7490,7877
gene:Smp_053300,0,0,0,0,1,1,0,0,0,0,0,1
gene:Smp_053390,5505,9110,2346,4281,7714,7789,4577,1430,2301,1799,2008,1793
gene:Smp_053420,992,5861,2471,731,8625,1633,1249,16289,4515,5560,3884,4854
gene:Smp_053430,1648,1264,748,1045,2403,3105,2114,5256,3621,2195,1851,2394
gene:Smp_053470,739,501,505,358,1566,1560,1084,2163,2131,2344,1925,2055
gene:Smp_053510,2468,3260,709,1449,2740,3505,3119,3839,3149,2947,2555,2792
gene:Smp_053550,470,656,140,244,575,654,434,969,1419,1021,1049,1224
gene:Smp_053560,1451,1208,740,579,2428,2625,1657,6699,3382,3477,3172,3478
gene:Smp_053610,1750,4405,876,753,2773,3380,2580,4980,8706,7935,7686,8976
gene:Smp_053640,166,454,56,108,131,472,348,634,787,502,653,757
gene:Smp_053700,4705,879,535,8124,1733,13835,11125,138,108,98,199,161
gene:Smp_053780,795,946,496,790,1664,1070,823,1387,645,882,780,648
gene:Smp_053790,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_053800,170,312,109,84,377,276,165,924,1194,943,902,977
gene:Smp_053820,5545,10448,2788,3370,9324,10759,6830,14240,15514,13605,12532,14191
gene:Smp_053830,4964,7959,3667,4619,12135,12078,8329,3205,5076,6792,4979,4315
gene:Smp_053900,706,4743,371,942,1325,2073,1432,2392,2343,1403,1100,1303
gene:Smp_053940,9428,6214,2661,4805,8335,18938,18117,4533,7063,8329,5886,6247
gene:Smp_053990,696,351,259,483,1205,2043,1183,2789,3410,3594,3225,3490
gene:Smp_054010,18,919,6,0,45,39,14,88,221,187,198,227
gene:Smp_054070,255,716,227,207,807,505,344,1813,2598,2569,2330,2231
gene:Smp_054120,3720,3041,804,1902,2674,8260,6039,2295,2403,1789,1726,2033
gene:Smp_054200,1201,1495,388,1433,975,2386,1930,1420,1314,1548,1309,1363
gene:Smp_054220,1662,1798,601,1273,1853,2675,2888,963,998,1058,994,1063
gene:Smp_054230,222,175,66,136,194,596,438,316,152,107,123,119
gene:Smp_054240,3675,6744,2077,3282,6877,6932,7582,5241,6632,4825,4480,5158
gene:Smp_054300,24,15,12,16,82,56,52,117,120,82,47,83
gene:Smp_054310,1222,1141,412,695,1514,2022,1257,2526,2498,3059,2308,2682
gene:Smp_054320,245,469,162,152,591,464,443,1371,1293,1345,1023,1157
gene:Smp_054330,157,160,47,126,101,506,367,235,350,254,241,314
gene:Smp_054340,6236,10033,3341,3297,11428,9034,7695,12096,18107,18794,16030,17511
gene:Smp_054350,618,159,311,353,1615,1687,1068,4095,3111,2874,2861,3173
gene:Smp_054360,666,2838,415,464,1493,1249,900,1124,1852,1481,1360,1624
gene:Smp_054410,1407,1621,262,1799,846,2462,1666,845,1110,725,759,867
gene:Smp_054450,143,124,142,108,373,219,218,191,236,190,200,265
gene:Smp_054470,1330,147,65,1469,241,3573,2297,36,46,96,100,46
gene:Smp_054540,1966,4174,1049,1103,4006,4648,3819,10438,8088,6348,6382,7401
gene:Smp_054560,1634,1585,683,1527,2197,6880,4222,511,594,583,774,654
gene:Smp_054600,411,515,252,267,665,1576,1242,1988,2484,2970,2365,2411
gene:Smp_054610,59,214,17,17,80,99,85,263,210,207,212,207
gene:Smp_054620,67,20,4,45,27,143,104,78,119,139,89,134
gene:Smp_054730,8200,8105,3651,5018,13223,15452,10510,22781,17726,16891,14015,15654
gene:Smp_054770,58,30,41,19,178,183,189,612,902,781,654,722
gene:Smp_054775,26,50,12,13,90,219,164,249,421,430,366,404
gene:Smp_054790,4527,2159,1290,2799,4780,8066,5624,8336,11802,9765,8060,9616
gene:Smp_054800,2294,1620,797,1747,2852,4642,3269,3975,4315,2609,2924,3737
gene:Smp_054810,351,255,90,172,364,436,169,317,586,561,627,719
gene:Smp_054820,957,696,535,570,2085,1958,1457,4164,2879,2061,2085,2507
gene:Smp_054840,168,441,91,48,230,170,105,531,518,526,369,409
gene:Smp_055050,1142,6603,546,454,1815,3538,2427,522,717,610,979,823
gene:Smp_055090,678,503,218,359,918,1266,939,2317,3688,3087,2745,2873
gene:Smp_055100,4,217,9,2,56,40,2,938,660,786,697,799
gene:Smp_055130,632,506,284,368,1273,647,336,3553,1698,1765,1866,1852
gene:Smp_055190,547,653,215,397,772,812,619,1339,1809,2193,1707,1761
gene:Smp_055200,1584,3834,702,1090,2494,2455,1735,3564,4716,5299,4580,4814
gene:Smp_055220,1980,953,646,1049,2126,6547,4373,3776,6599,8611,7067,7566
gene:Smp_055240,142,51,53,94,293,549,392,1502,1866,1652,1576,1806
gene:Smp_055260,8,55,0,0,4,2,6,0,0,8,0,6
gene:Smp_055310,129,114,120,67,439,281,201,915,1087,1007,1348,1296
gene:Smp_055340,1551,1672,772,1140,2663,3205,2120,3635,4607,4247,3758,4222
gene:Smp_055390,294,370,341,213,1123,669,523,2896,2320,2783,1970,2253
gene:Smp_055400,1528,1410,979,1051,3608,3461,2647,3071,1985,2792,1891,1895
gene:Smp_055420,331,495,154,408,668,1321,965,1340,969,1148,858,777
gene:Smp_055440,761,208,608,525,2330,2160,1761,4199,1896,1893,2026,1991
gene:Smp_055450,306,334,206,287,768,894,675,1062,618,849,799,637
gene:Smp_055600,3082,1692,662,1926,2385,1253,1146,3104,2006,2949,2023,2398
gene:Smp_055630,23,44,9,104,38,78,117,23,17,58,17,14
gene:Smp_055670,580,679,302,441,1091,1491,1021,2065,1902,2362,2102,2065
gene:Smp_055720,4515,1727,1009,2454,3667,7674,5827,8526,7695,7682,7344,7741
gene:Smp_055740,6,22,3,9,14,26,11,11,2,3,2,9
gene:Smp_055760,2272,2092,757,1330,2649,3505,2327,7881,6639,4425,5055,5526
gene:Smp_055770,2116,1099,795,1335,2806,3469,2628,7730,5293,4526,4664,4730
gene:Smp_055780,50,322,23,10,122,168,167,858,1467,955,1260,1487
gene:Smp_055800,2242,1824,895,935,3149,4610,3186,5202,7923,6494,6829,7604
gene:Smp_055870,3121,8263,1807,1929,6915,7847,4953,11013,8506,10259,8532,8956
gene:Smp_055880,4664,2511,1343,4376,3960,7061,5596,7473,4705,3879,3488,4020
gene:Smp_055890,1223,1308,396,793,1261,1707,1301,1620,2056,1679,1713,1734
gene:Smp_055900,1539,3076,1424,1006,4854,3419,2292,4660,3240,3135,2349,2601
gene:Smp_055920,442,729,208,310,870,999,659,1700,1905,1525,1375,1627
gene:Smp_055960,3225,3626,1501,3311,5586,7288,5224,5746,3715,4369,3366,3832
gene:Smp_055990,3165,5653,1123,2258,3858,7555,5111,3859,5501,5275,5176,5667
gene:Smp_056060,32,28,15,27,39,87,45,259,507,398,458,444
gene:Smp_056080,0,2,0,0,8,2,0,20,8,7,8,11
gene:Smp_056200,1440,1614,389,2761,1639,5812,3793,1635,1821,1948,1528,1758
gene:Smp_056240,675,518,282,617,1176,1809,1082,4433,3853,4137,4035,4323
gene:Smp_056260,55,61,10,66,29,124,78,103,36,37,94,89
gene:Smp_056280,18,18,9,37,28,74,61,19,6,2,2,2
gene:Smp_056350,22,61,28,6,83,92,58,68,82,107,118,131
gene:Smp_056360,38335,28639,10919,25635,36402,83463,61076,40767,50947,57860,48100,52612
gene:Smp_056370,235,411,175,315,865,920,487,1834,1690,1588,1158,1558
gene:Smp_056390,2679,1940,878,2794,3338,8189,5556,8872,8038,6314,5597,6848
gene:Smp_056420,0,0,0,0,4,1,2,0,2,1,3,0
gene:Smp_056440,1358,2703,318,2107,1132,2953,1956,786,1769,1799,1468,1781
gene:Smp_056460,115,14,29,17,145,79,58,116,35,15,22,23
gene:Smp_056500,1655,2029,851,1359,2793,3529,2543,2264,2875,2097,1865,2181
gene:Smp_056620,321,144,94,146,465,694,495,1321,1679,1622,1173,1767
gene:Smp_056640,3465,2301,1558,2081,5232,7703,5930,6010,5225,5783,5183,5446
gene:Smp_056760,5507,14707,1324,2815,4592,6697,4812,13285,24352,21443,23432,24925
gene:Smp_056770,0,0,0,0,6,14,7,0,0,0,2,3
gene:Smp_056780,285,452,146,283,709,321,210,331,690,560,434,479
gene:Smp_056810,2962,3860,1346,1985,4734,6160,4545,12963,14593,11962,11715,13174
gene:Smp_056850,526,1002,298,257,1050,826,644,1269,1592,1326,1131,1391
gene:Smp_056860,1578,1810,798,962,2807,2834,1726,5569,4978,5334,4092,4949
gene:Smp_056900,2086,348,662,1272,2439,2038,1532,2565,2865,2938,2151,2825
gene:Smp_056930,15413,3187,5073,13590,17800,34404,25175,31647,21878,23288,17733,19496
gene:Smp_056970,238191,99828,69852,402992,237510,539953,393321,100022,66560,66315,48972,57580
gene:Smp_056990,258,489,243,96,1542,1469,1008,10866,6186,4131,4028,5458
gene:Smp_057020,480,369,176,201,568,709,581,1181,2618,2171,2141,2402
gene:Smp_057060,37122,951,2629,79184,9393,128385,87383,1653,2187,2167,2012,2202
gene:Smp_057090,205,77,26,159,82,678,381,76,192,110,125,132
gene:Smp_057120,9953,2107,2855,7237,10329,18062,12476,21909,13090,11187,9144,10442
