gene,ERR022872,ERR022873,ERR022874,ERR022875,ERR022876,ERR022877,ERR022878,ERR022879,ERR022880,ERR022881,ERR022882,ERR022883
gene:Smp_034840,7700,36436,5247,5649,17460,20007,10978,33389,51506,44402,38514,45150
gene:Smp_034850,1313,630,228,1760,973,2915,2125,2029,666,484,559,780
gene:Smp_034860,125,7,93,21,432,207,146,1892,1019,812,1063,1076
gene:Smp_034870,4658,6811,1345,2610,4397,7462,5357,7720,12778,13826,10662,12662
gene:Smp_034920,113,64,19,126,65,334,202,196,140,95,94,55
gene:Smp_034940,6571,1366,2206,6023,7994,18076,12531,17637,16859,12525,12511,16016
gene:Smp_034980,5567,2422,2333,3577,8136,9514,6550,16294,9950,8714,8098,8993
gene:Smp_035000,106,102,63,66,270,435,256,311,237,254,201,153
gene:Smp_035010,249,465,153,212,428,241,247,923,616,256,371,417
gene:Smp_035020,643,1164,325,345,1070,739,568,3070,2563,3259,2382,2848
gene:Smp_035030,8761,5333,4371,5956,15211,17840,12709,23329,19206,19511,16007,18035
gene:Smp_035040,0,20,4,2,22,9,4,95,207,107,94,155
gene:Smp_035080,206,256,73,72,281,463,210,592,1753,1133,931,1189
gene:Smp_035090,6512,1948,1480,3959,5294,14247,9734,8272,7474,6509,6102,7374
gene:Smp_035110,669,1890,344,370,1229,1513,1034,2121,2284,1929,1627,1812
gene:Smp_035150,1035,1045,584,805,2073,3068,1888,2486,2013,2589,1924,2038
gene:Smp_035180,92,115,41,87,171,346,212,346,818,684,473,631
gene:Smp_035190,3405,1648,1835,2870,7003,6095,3990,18842,13086,10594,9238,10036
gene:Smp_035200,20820,48971,11833,18151,39723,54359,40168,36452,46894,65589,52455,54726
gene:Smp_035210,520,1482,429,415,1730,1661,1159,4497,6389,4910,5510,6547
gene:Smp_035220,444,93,52,287,221,1184,742,201,287,237,165,252
gene:Smp_035250,8,3,0,8,9,36,22,0,1,16,11,19
gene:Smp_035260,39,597,24,58,86,177,89,365,3096,3422,2511,3167
gene:Smp_035270,10902,5123,1235,18372,4260,30817,21505,971,1879,1693,1401,1674
gene:Smp_035280,1307,1399,596,1022,2135,2857,1954,2722,2758,2737,2092,2439
gene:Smp_035290,202,14,21,562,133,796,554,205,13,14,2,7
gene:Smp_035300,170,1189,176,187,726,336,264,1245,2217,1847,1890,1995
gene:Smp_035310,17625,5980,5919,10708,19212,32784,24158,8432,9818,10423,7018,7501
gene:Smp_035360,413,454,135,134,431,460,408,1001,1165,1200,1061,1068
gene:Smp_035370,7,1,6,6,13,9,21,42,21,20,8,38
gene:Smp_035380,13,8,6,6,32,41,24,41,49,21,20,44
gene:Smp_035390,1241,1094,389,876,1440,2627,2077,4518,4007,3914,3588,4125
gene:Smp_035410,622,1280,222,516,886,1171,817,1524,1104,1154,1302,1248
gene:Smp_035430,2811,4602,1371,2205,4881,5292,4052,10739,9350,8737,8373,9000
gene:Smp_035460,412,187,137,251,431,592,430,1283,1335,896,855,939
gene:Smp_035470,1818,4591,980,1108,3133,4173,2834,6073,7471,8675,7280,8661
gene:Smp_035480,3103,3728,1578,1917,4902,5808,4410,4343,3630,3063,2615,2722
gene:Smp_035500,88,68,14,67,50,235,169,148,84,31,51,60
gene:Smp_035540,699,924,290,403,986,1527,1136,2283,2720,1964,1717,2202
gene:Smp_035550,210,29,60,56,231,217,144,4,37,32,11,2
gene:Smp_035560,297,3753,447,141,1940,745,562,1586,1242,878,777,877
gene:Smp_035580,1678,1767,510,1233,2295,4211,2988,8991,8842,7566,6412,7536
gene:Smp_035620,592,763,240,394,929,1134,1070,1850,1358,1866,1335,1821
gene:Smp_035650,390,26,236,270,1143,1197,730,4164,9140,8368,6444,7376
gene:Smp_035700,1368,1124,873,358,3168,1941,1483,2910,2085,1717,1593,1711
gene:Smp_035730,732,1098,378,543,1380,1250,720,2673,2258,2878,2033,2155
gene:Smp_035790,2064,3437,1190,1105,3574,3242,3830,576,862,635,1054,821
gene:Smp_035800,1960,3475,1139,1264,3770,6517,4974,553,707,489,845,824
gene:Smp_036010,74,241,26,70,104,176,100,340,542,353,415,446
gene:Smp_036020,923,176,751,247,3168,1897,1349,10756,13779,13911,13565,15212
gene:Smp_036060,740,1088,762,687,3257,2346,1560,6630,4557,4307,3613,4141
gene:Smp_036130,1724,2356,622,1548,2322,3308,2494,3363,4462,2935,2990,3545
gene:Smp_036180,1649,1266,1024,1450,3799,6812,4691,9923,8412,6973,7068,7965
gene:Smp_036220,2626,2390,1151,1556,3860,3808,2322,1046,1552,1255,1630,1471
gene:Smp_036250,8590,1966,529,18615,1899,19057,12141,1953,1777,1748,1448,1798
gene:Smp_036270,16416,26376,6633,11384,20986,25826,18238,10667,15244,20110,14317,17064
gene:Smp_036370,1515,1529,384,829,1281,3046,2212,4653,4531,4801,3733,4412
gene:Smp_036390,1039,728,389,639,1249,2390,1819,1233,1308,1380,1134,1225
gene:Smp_036400,1677,2156,661,1831,2195,4829,4640,1678,1274,1369,1454,1239
gene:Smp_036500,1766,1705,912,1267,2967,2911,2210,6380,4761,5038,4156,4486
gene:Smp_036550,271,349,72,169,267,458,437,253,387,368,351,345
gene:Smp_036590,4824,6862,2100,3324,6821,8453,6274,11028,15531,12532,9621,11688
gene:Smp_036630,708,1306,287,792,1170,953,665,1071,967,553,569,634
gene:Smp_036670,3,8,5,3,12,34,35,35,18,16,14,15
gene:Smp_036720,42,22,8,127,41,134,80,102,212,227,158,155
gene:Smp_036780,170,217,122,72,392,395,337,377,405,325,555,601
gene:Smp_036920,239,461,177,137,603,307,186,266,716,572,412,496
gene:Smp_036940,341,751,142,186,519,1985,1355,120,175,90,152,132
gene:Smp_036950,1434,1465,766,523,2970,2752,1833,7320,5940,4564,4821,5575
gene:Smp_036980,131,80,71,66,333,265,188,509,638,460,358,511
gene:Smp_036990,1565,1158,840,871,3601,5175,4276,12014,6544,5742,6678,6255
gene:Smp_037120,749,1427,216,521,680,2624,1947,212,288,269,301,326
gene:Smp_037190,937,1454,306,1054,1085,1818,1180,911,1828,1586,1331,1351
gene:Smp_037230,1310,3010,1028,1444,4721,6386,3776,12725,9341,9916,7291,8509
gene:Smp_037290,2357,1027,714,968,2517,4691,3240,2786,2170,1531,1461,1870
gene:Smp_037400,609,271,307,367,1089,1471,887,3586,3248,2350,2581,2838
gene:Smp_037460,423,445,195,239,710,893,664,1209,2812,1962,2258,2397
gene:Smp_037530,147,318,65,106,300,497,331,691,526,275,285,442
gene:Smp_037540,6123,13077,2501,3314,8499,7619,5328,10987,11727,9740,7914,9141
gene:Smp_037590,353,1350,164,173,685,648,379,1114,1893,1410,1523,1707
gene:Smp_037640,496,616,95,686,350,1119,707,698,1233,1354,1037,1201
gene:Smp_037690,122,49,13,37,53,291,108,156,310,333,390,446
gene:Smp_037700,1270,2852,816,1239,3083,2058,1633,5051,4880,7232,5203,5054
gene:Smp_037780,110,1385,79,64,279,150,130,335,2032,1950,1644,2079
gene:Smp_037900,260,214,141,178,609,588,367,993,881,798,675,952
gene:Smp_037910,1059,1938,527,1620,1986,1328,1397,2080,2035,1988,1395,1681
gene:Smp_037930,528,527,150,270,701,1125,833,1514,2274,1523,1738,2146
gene:Smp_037960,332,398,304,252,1273,651,447,2676,2811,2536,2043,2409
gene:Smp_038030,866,3146,441,711,1559,1536,981,2717,1844,1383,1316,1364
gene:Smp_038080,4576,4076,1632,2962,5565,7305,4732,7566,12733,9879,8272,9514
gene:Smp_038100,35795,17506,4909,62924,16692,57236,47250,7514,6873,8522,6495,7631
gene:Smp_038140,514,262,278,275,1210,1037,809,3617,3300,2289,2019,2805
gene:Smp_038210,4720,4073,2581,5537,8975,18183,13332,8429,5569,6341,4566,5225
gene:Smp_038240,888,746,496,419,1788,1518,970,3172,2661,2123,2355,2469
gene:Smp_038300,430,561,144,216,514,291,362,180,359,228,253,207
gene:Smp_038330,483,503,167,156,667,331,324,1135,1521,1224,846,1085
gene:Smp_038340,505,1899,286,232,1101,1322,887,2671,4279,3727,4108,4263
gene:Smp_038410,36,46,9,14,81,13,7,771,495,703,794,688
gene:Smp_038420,606,509,303,608,1162,1154,919,2477,1521,1074,991,1224
gene:Smp_038440,690,524,432,637,2061,1532,1402,7295,1506,1982,1831,2077
gene:Smp_038510,6069,11223,3823,4888,12776,15370,13509,8089,13602,14956,12082,14098
gene:Smp_038530,38124,3184,3869,52524,16043,81480,55520,44548,7118,6547,5620,6329
gene:Smp_038540,1019,617,524,709,1965,2307,1450,3875,1937,1766,1374,1629
gene:Smp_038560,14170,16672,7404,12135,24376,34889,30521,8793,14079,17150,15222,12691
gene:Smp_038630,1348,655,276,837,908,1876,1515,1298,963,749,707,815
gene:Smp_038680,554,597,439,561,1459,505,401,234,261,173,213,213
gene:Smp_038700,5132,2465,1699,4614,5363,10562,7724,7089,3233,3018,1812,1955
gene:Smp_038710,234,352,88,137,371,505,355,690,1223,781,795,940
gene:Smp_038820,979,556,265,619,1144,1599,907,2201,1617,1413,1245,1372
gene:Smp_038830,742,1289,386,456,1733,1717,1249,3097,1854,2445,2651,2608
gene:Smp_038840,327,697,167,182,672,985,574,1745,1130,1012,858,900
gene:Smp_038870,1760,2329,790,2123,2610,2470,2071,4417,3161,3032,2658,3024
gene:Smp_038930,1924,1673,665,1048,2429,3340,2616,4108,5554,4743,4126,4618
gene:Smp_038940,582,571,263,424,875,1442,944,2000,1398,1296,1146,1406
gene:Smp_038950,9452,9324,2085,12887,7429,19716,24712,7636,6179,6476,5304,5751
gene:Smp_038960,514,7661,415,674,1490,1002,226,6297,31811,27681,20640,23641
gene:Smp_038965,0,0,0,0,0,0,0,0,1,0,1,4
gene:Smp_038980,1012,743,400,679,1300,1977,1654,951,1003,896,875,952
gene:Smp_039000,1167,855,196,1021,815,1816,1137,1636,1495,1480,1223,1813
gene:Smp_039010,1,0,6,0,11,0,0,15,4,0,0,0
gene:Smp_039080,2963,1203,599,1893,2100,4704,3748,3848,6023,5065,4330,5370
gene:Smp_039130,7531,2202,3163,4695,13217,13640,9449,30934,21127,20609,16162,18059
gene:Smp_039160,1797,602,591,647,2274,2907,2053,7713,7137,7034,6959,7424
gene:Smp_039180,1254,2397,748,615,2716,2044,1692,4686,5579,4874,3695,4728
gene:Smp_039300,799,826,524,1140,1947,2241,1518,5250,12474,9427,9000,12300
gene:Smp_039390,316,454,175,191,605,718,437,599,634,395,428,419
gene:Smp_039400,3150,6892,1564,2626,5220,11420,9993,2805,5673,5411,3610,4828
gene:Smp_039470,0,0,0,0,4,16,2,0,0,3,0,1
gene:Smp_039490,6606,3827,2949,4713,10653,14901,10605,19950,19307,20113,17175,20264
gene:Smp_039590,15,8,32,7,147,55,26,2063,444,339,521,400
gene:Smp_039600,48,1,6,9,70,291,122,498,113,59,78,53
gene:Smp_039640,6035,4162,3353,4487,11443,10368,6997,14517,7982,9196,6341,7187
gene:Smp_039650,242,536,137,81,481,411,317,712,430,584,370,538
gene:Smp_039670,6295,3535,1657,3803,5595,11954,8723,9961,12030,9584,7571,9302
gene:Smp_039740,1820,1765,710,1230,2350,5664,4389,924,806,1132,767,797
gene:Smp_039750,289,367,97,223,340,506,380,895,2325,1668,1862,2057
gene:Smp_039810,838,1210,420,662,1977,2042,1360,11603,12949,12976,14376,15147
gene:Smp_039820,2751,1599,1530,2337,6077,7394,5059,23720,29510,27116,29503,33394
gene:Smp_039870,1356,2386,620,818,2268,2005,1426,8280,8286,7753,9261,9219
gene:Smp_039970,138,121,65,64,223,420,222,382,292,253,350,274
gene:Smp_039980,546,331,123,288,413,1802,1245,675,546,268,422,493
gene:Smp_040020,8,66,8,2,26,22,40,37,101,113,95,85
gene:Smp_040080,288,493,205,240,1160,994,781,4856,6060,5164,4520,5593
gene:Smp_040100,604,392,224,269,968,1482,1274,1898,1736,1550,1973,2162
gene:Smp_040110,74,27,12,163,108,232,196,124,127,65,103,97
gene:Smp_040130,3554,16207,2409,1843,7787,5476,5279,7968,18992,21006,19077,18402
gene:Smp_040190,2197,5316,1908,1795,6820,5656,3903,18198,14519,10967,11314,13632
gene:Smp_040270,1780,2139,919,1279,3407,4798,3403,5224,4595,4262,4095,4401
gene:Smp_040280,1043,1343,511,845,1927,2562,1607,3587,2633,2526,1789,2058
gene:Smp_040350,493,274,156,212,502,876,592,797,1313,1089,1012,1058
gene:Smp_040360,1695,1029,494,1617,1736,3385,2877,2397,2792,2054,1815,2442
gene:Smp_040390,0,0,0,0,5,2,4,44,17,10,13,32
gene:Smp_040460,2103,2547,1286,1704,4843,5114,3489,12354,9237,10185,7792,8746
gene:Smp_040500,3196,3088,696,1252,2304,4964,3429,3817,6173,6454,6042,5976
gene:Smp_040510,834,707,309,453,1178,1744,1263,2624,4426,3048,3334,3640
gene:Smp_040550,4971,1401,228,4800,1034,6487,3747,3075,4820,4903,4378,4430
gene:Smp_040560,915,529,435,864,1947,2063,1374,2518,1209,1260,1127,1276
gene:Smp_040570,1304,4445,923,1452,3079,2500,2007,6903,7457,8527,6334,7038
gene:Smp_040610,196,84,53,126,213,755,396,689,601,526,656,705
gene:Smp_040710,218,105,70,158,275,874,636,352,440,364,359,397
gene:Smp_040720,468,417,265,267,867,1340,1118,2027,2210,2369,2800,2674
gene:Smp_040770,688,820,296,377,1139,840,580,1517,3459,2772,2707,3019
gene:Smp_040790,4436,7185,1557,3197,5414,6023,4182,5180,7428,5334,5589,6173
gene:Smp_040800,25833,4169,5794,24276,20281,59097,40847,28364,15644,13518,10887,12819
gene:Smp_040960,334,267,99,147,403,541,506,1190,1557,1522,1174,1362
gene:Smp_040970,14982,10674,4219,11110,15043,21956,16636,24784,20997,23037,20257,22463
gene:Smp_040990,96,88,36,70,95,157,88,47,201,166,160,164
gene:Smp_041050,2003,2049,972,1231,3309,4590,3283,6831,4130,3409,2959,3624
gene:Smp_041060,1171,1488,656,753,2597,2064,1583,7505,6584,5734,5420,6026
gene:Smp_041100,645,318,384,328,1446,932,642,4554,3173,2566,2507,2614
gene:Smp_041190,1464,1665,668,951,2234,3778,2578,4039,8044,7462,6192,7405
gene:Smp_041320,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_041370,3992,1849,1423,2811,5124,5883,4564,13035,9638,10843,10305,10360
gene:Smp_041390,1333,1572,434,809,1562,1479,1285,1764,1716,1610,1551,1528
gene:Smp_041430,1119,2631,647,465,2298,2615,1963,2544,2889,2034,2186,2571
gene:Smp_041450,1902,4000,921,860,3457,2877,2058,3723,7560,6779,5242,6428
gene:Smp_041460,454,574,550,119,2605,1525,1166,13757,12532,12849,8270,8868
gene:Smp_041480,1779,3366,984,1150,3561,3567,2639,6454,9257,9242,7372,8608
gene:Smp_041490,478,264,272,202,1062,887,552,2230,2079,1689,1448,1702
gene:Smp_041500,1508,1690,821,1255,2677,3540,1916,1741,1298,1343,1264,1389
gene:Smp_041540,4,1190,24,1,83,8,0,75,0,2,0,2
gene:Smp_041550,670,248,201,2409,1261,1614,1001,1004,563,548,471,456
gene:Smp_041570,12,4,1,22,4,82,29,11,51,54,50,26
gene:Smp_041600,1384,1212,672,635,2688,2130,1541,6348,10904,10329,8349,10193
gene:Smp_041630,3815,3096,1364,3104,5649,9220,6381,20095,13705,13690,14463,14917
gene:Smp_041650,1273,3308,773,622,2565,1731,1827,343,463,269,488,392
gene:Smp_041700,60,166,32,34,115,204,111,304,651,468,382,506
gene:Smp_041730,1866,1242,741,1063,2800,5795,4991,3587,2610,3137,2928,2972
gene:Smp_041740,6151,8794,3223,3282,10834,12074,10159,10505,11867,16439,13108,14008
gene:Smp_041750,2084,1543,1436,1579,4744,5629,3767,15269,12299,10098,8374,10330
gene:Smp_041760,6885,1931,4928,4595,18456,15199,11510,32188,14428,13045,12059,13314
gene:Smp_041770,13897,10534,6260,9656,22643,30508,22721,41976,38756,35077,32270,35546
gene:Smp_041830,1857,2086,1003,1889,3887,4622,4040,3110,1789,1599,1461,1427
gene:Smp_041880,1,4,4,0,20,6,0,60,4,6,0,12
gene:Smp_041890,796,977,521,626,1816,1488,870,4719,1920,2368,1620,1834
gene:Smp_041980,2572,5164,1355,1712,4371,5675,3660,965,2131,2065,1797,1651
gene:Smp_042020,576,966,454,216,2174,2332,1662,22431,13227,10827,10436,12170
gene:Smp_042030,456,287,249,204,905,744,715,2998,3078,2562,2151,2800
gene:Smp_042050,750,492,359,510,1233,2164,1763,2200,2218,1675,1618,1799
gene:Smp_042060,940,1305,530,381,2003,2155,1551,4752,3073,2851,2733,3165
gene:Smp_042080,371,364,176,230,560,979,807,1445,863,750,791,777
gene:Smp_042090,5301,7599,2780,2915,8869,15657,9507,7815,14051,18042,12726,13760
gene:Smp_042110,431,720,340,377,1275,1105,911,1083,1089,1157,1133,994
gene:Smp_042120,549,141,70,586,345,918,640,543,188,206,171,134
gene:Smp_042140,272,587,293,291,1698,1759,1303,4310,8471,7656,6889,8350
gene:Smp_042150,415,48,377,119,2177,614,558,7349,4647,4976,4487,5585
gene:Smp_042160,339438,216629,85602,694728,288812,918180,645497,122463,32522,35270,27161,32500
gene:Smp_042210,93,106,42,35,147,164,143,395,704,529,549,674
gene:Smp_042270,3358,4681,1681,2372,5895,7842,5627,4618,4269,5061,4307,4649
gene:Smp_042280,360,305,110,167,489,587,545,921,976,1000,914,942
gene:Smp_042300,6839,7581,2286,6364,8640,11405,7939,9271,7398,6758,5291,6708
gene:Smp_042340,374,227,132,234,590,972,701,1846,820,613,670,999
gene:Smp_042390,101,687,45,47,133,199,172,445,1206,1048,891,1027
gene:Smp_042400,142,1278,33,52,149,266,240,297,1388,1257,1135,1372
gene:Smp_042420,393,303,95,654,530,689,584,376,743,615,450,608
gene:Smp_042430,45,66,14,32,67,93,46,174,290,244,144,234
gene:Smp_042440,476,284,38,796,164,1467,874,192,390,316,205,287
gene:Smp_042530,42,18,12,76,36,123,91,29,75,91,67,89
gene:Smp_042550,2220,1983,734,1239,2534,3036,2152,5413,4234,4053,4378,4988
gene:Smp_042560,400,1119,431,238,1139,633,557,1682,1513,1822,1567,1650
gene:Smp_042590,831,3796,417,1020,1378,2537,1918,1189,2321,1912,1364,1498
gene:Smp_042630,342,322,154,239,514,674,425,781,897,705,608,816
gene:Smp_042670,1408,1670,523,725,1758,2788,1766,2460,2887,1979,1753,2279
gene:Smp_042680,473,907,207,301,773,961,878,1214,1197,1346,1140,1257
gene:Smp_042700,4,27,0,0,5,5,6,64,78,41,37,48
gene:Smp_042740,262,469,55,261,189,469,297,138,305,357,171,236
gene:Smp_042770,451,144,369,346,1613,853,619,3605,1417,1200,1072,1521
gene:Smp_042780,499,548,228,349,764,1253,1093,1394,1267,1354,1113,1319
gene:Smp_042790,80,275,66,58,199,198,150,201,506,532,514,504
gene:Smp_042810,79,140,58,45,176,101,115,312,458,324,285,386
gene:Smp_042910,339,1268,369,240,1291,971,816,1339,1714,987,837,1356
gene:Smp_042920,246,402,184,161,625,728,679,1494,806,545,514,605
gene:Smp_042980,287,299,213,171,852,525,396,1114,1781,1265,1507,1454
gene:Smp_042990,1184,580,583,797,2219,1819,1218,9213,5611,4578,5536,5703
gene:Smp_043030,30802,26648,15365,22429,53085,71952,48740,78900,23003,20493,21794,23701
gene:Smp_043070,311,337,159,181,550,668,482,945,1122,1229,1158,1005
gene:Smp_043100,8937,7212,3538,7583,13063,20084,13672,8641,10610,11251,7583,8685
gene:Smp_043110,225,567,81,249,344,750,355,799,1501,1463,1315,1671
gene:Smp_043120,11796,7743,9680,14958,33558,30130,21667,15631,8051,9077,5873,5920
gene:Smp_043130,420,489,249,271,884,714,578,1320,1330,803,701,956
gene:Smp_043150,9579,22693,3842,6443,13028,19482,13346,20310,24605,23822,20089,23134
gene:Smp_043170,1237,810,330,939,1300,2844,2043,3390,3756,3262,3575,3722
gene:Smp_043200,1312,981,637,713,1986,2233,1601,3196,2314,2164,1586,2178
gene:Smp_043210,2185,2065,558,3558,1888,6586,5396,4170,2739,1584,1876,2065
gene:Smp_043220,937,4446,596,735,2506,2291,1346,8795,8573,7848,7967,8289
gene:Smp_043250,0,2,4,0,12,4,2,8,2,2,1,9
gene:Smp_043260,2,6,0,1,10,2,4,15,20,30,38,28
gene:Smp_043270,22,5,14,2,41,7,4,109,40,35,20,30
gene:Smp_043290,0,0,0,0,2,0,0,14,1,0,1,2
gene:Smp_043300,0,0,0,0,0,0,1,7,3,3,0,0
gene:Smp_043320,0,0,0,0,1,0,0,0,0,2,4,0
gene:Smp_043340,0,0,0,0,2,0,0,0,1,4,13,10
gene:Smp_043350,451,720,247,245,865,1000,702,1644,1544,1580,1209,1399
gene:Smp_043360,48,36,19,30,101,204,113,100,70,36,28,30
gene:Smp_043390,356,2327,223,132,846,450,339,942,1322,762,710,851
gene:Smp_043500,1304,860,458,1210,1712,3120,2597,4618,4400,3827,3280,3887
gene:Smp_043570,88,878,68,40,282,244,177,1025,1393,1133,925,1098
gene:Smp_043580,726,1128,560,541,2170,2292,1432,2980,1717,1199,1071,1158
gene:Smp_043600,123,100,36,129,191,334,156,277,560,630,474,517
gene:Smp_043610,1940,1564,1092,1249,3801,3803,2629,8350,5354,4935,4451,5031
gene:Smp_043650,186,79,35,189,204,1531,726,2478,1560,1031,1237,1450
gene:Smp_043670,39860,16475,7598,35414,27401,45637,31628,30768,21520,19705,16789,21091
gene:Smp_043780,508,470,301,389,963,1515,947,1809,1979,1923,2189,2120
gene:Smp_043910,14,30,4,17,19,54,42,10,96,107,76,110
gene:Smp_043940,574,1103,366,499,1159,2429,1977,2221,2144,2111,2107,2247
gene:Smp_043970,657,894,244,439,719,1336,969,1332,1744,1940,1610,1656
gene:Smp_043990,5721,7082,2162,5461,8162,11111,7015,16067,11818,9206,8185,9566
gene:Smp_044000,3760,9240,2800,4089,10190,10785,8434,18733,15844,16015,15041,16322
gene:Smp_044020,533,223,85,131,356,731,489,547,616,729,692,810
gene:Smp_044060,210,81,122,159,501,504,386,1134,1734,1257,1239,1484
gene:Smp_044160,715,959,262,749,967,1594,958,1573,1667,944,968,1194
gene:Smp_044250,8598,1093,1283,10115,4812,28934,19555,9779,4019,3576,3339,3923
gene:Smp_044260,181,707,248,221,748,1404,924,1489,1750,1195,1114,1330
gene:Smp_044280,3400,3328,1130,1379,4243,5253,4693,2438,4512,6366,3643,4634
gene:Smp_044400,589,342,191,485,613,1497,1106,189,651,827,476,592
gene:Smp_044440,1180,1786,520,659,1968,2302,1513,1939,2406,2499,1789,2199
gene:Smp_044470,43,487,22,32,85,164,120,188,291,285,313,336
gene:Smp_044520,569,372,379,442,1472,1259,889,2149,1586,1199,1056,1289
gene:Smp_044530,1838,3961,969,1251,3614,3584,2482,9381,6728,6985,6503,7043
gene:Smp_044550,25544,11198,9376,17892,30920,45874,34639,17911,21979,33772,21099,22794
gene:Smp_044560,1404,1808,698,899,2580,3660,2550,1875,1006,984,1098,962
gene:Smp_044580,2436,6455,1500,1364,4443,4514,3139,1130,1257,1427,1559,1414
gene:Smp_044610,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_044680,3020,4000,2961,2781,10288,7019,5053,10272,6039,5802,4152,4840
gene:Smp_044690,261,450,115,129,523,474,351,1659,2565,2075,2353,2670
gene:Smp_044750,747,2143,439,255,1720,2899,1700,8805,19374,24678,26022,25179
gene:Smp_044800,41,55,14,8,47,75,73,30,406,277,318,326
gene:Smp_044810,1833,2003,918,1119,3402,3500,2526,9144,5598,4987,4523,4829
gene:Smp_044850,350,1043,93,142,323,519,370,539,1718,1608,1481,1420
gene:Smp_044920,5328,2120,2156,3906,8040,10945,7326,17776,14456,13055,12904,14687
gene:Smp_044950,231,900,86,88,308,521,370,536,944,502,682,808
gene:Smp_044970,8410,7752,2268,8483,7962,13771,9331,14872,12831,13307,10192,12405
gene:Smp_045010,463,176,433,213,1875,2996,2375,4369,4344,4604,3069,3993
gene:Smp_045060,1405,1039,507,1539,1938,2038,1368,1545,2095,2068,1634,1866
gene:Smp_045070,1813,778,397,1083,1390,2681,1888,1662,2128,1975,1534,1669
gene:Smp_045200,10,1609,9,4,34,23,30,756,6104,8205,5916,6979
gene:Smp_045220,23064,10708,2735,43523,10424,44302,30094,24053,8271,7352,7621,8450
gene:Smp_045230,891,389,319,787,1249,2373,1663,3973,3047,2667,2550,2581
gene:Smp_045250,1537,1346,716,1319,2187,2868,2291,2386,2060,2165,1536,1856
gene:Smp_045260,5198,3164,611,8344,2401,10156,8059,2415,2931,2135,2156,2544
gene:Smp_045300,4,238,1,10,13,30,12,5,14,38,30,10
gene:Smp_045360,1134,2219,643,538,2557,2615,1475,10011,15861,12115,10364,11728
gene:Smp_045400,3898,4503,1697,2538,5401,7516,5143,11063,6649,6098,6198,6371
gene:Smp_045410,103,998,94,46,304,292,151,674,1774,1770,1394,1659
gene:Smp_045420,570,371,215,489,803,1026,592,1501,1736,1744,1250,1637
gene:Smp_045430,460,677,222,301,745,1140,883,1253,1357,1639,1174,1341
gene:Smp_045470,109,0,28,31,79,166,88,58,22,38,13,12
gene:Smp_045480,2230,2055,1017,2033,3636,5988,3896,14424,13485,12224,11363,12445
gene:Smp_045490,12,59,7,13,49,20,14,58,34,17,4,25
gene:Smp_045500,1598,1241,935,1884,3217,4178,2845,2910,827,840,670,813
gene:Smp_045510,1273,1985,481,687,1560,3006,1758,312,762,507,685,568
gene:Smp_045550,4715,2704,3516,1982,12584,9466,7252,22128,8155,9233,7651,8421
gene:Smp_045560,2304,2586,1498,897,5544,6001,4216,17331,4853,5405,5631,5379
gene:Smp_045590,373,363,155,194,645,804,692,1544,3050,2103,1964,2455
gene:Smp_045600,58,48,47,35,142,297,213,476,448,453,363,513
gene:Smp_045610,3927,10001,2261,1579,8690,9639,6924,13987,18787,15636,14419,16901
gene:Smp_045620,1584,3404,768,1231,2338,3395,2120,1637,1907,2566,2051,1955
gene:Smp_045650,50,40,10,54,33,200,152,135,175,161,141,124
gene:Smp_045680,12,5,0,2,25,65,20,117,37,36,72,84
gene:Smp_045710,5889,1179,1543,4849,5719,6124,4455,11418,7047,6977,7892,8157
gene:Smp_045730,1959,1378,681,1071,2228,3572,2528,3211,3173,2852,2661,2843
gene:Smp_045750,611,550,163,478,656,1482,1051,1193,1967,1820,1469,1768
gene:Smp_045760,565,414,177,378,600,1039,776,1607,2098,1398,1297,1690
gene:Smp_045780,370,948,191,252,650,679,499,3138,2115,1907,1640,1880
gene:Smp_045790,1085,1549,447,870,1511,2356,2047,4156,2564,2165,1761,2244
gene:Smp_045810,747,1108,310,553,1125,1186,989,1596,2090,2145,1824,1917
gene:Smp_045860,2704,2538,459,1994,1747,4830,3353,3425,6232,5134,4119,4640
gene:Smp_045920,326,437,162,201,600,397,213,633,1306,1288,897,1084
gene:Smp_045930,276,1223,113,140,581,608,510,1524,2670,2560,2551,2455
gene:Smp_045950,4001,4348,1731,3588,5939,7739,7044,5024,5104,6783,3891,4263
gene:Smp_045960,1687,1512,416,1505,1577,2726,1877,4937,5352,4029,3521,4084
gene:Smp_045980,1906,731,695,839,2676,3881,2580,8523,5173,4801,4260,4580
gene:Smp_045990,74,51,60,49,250,233,200,490,504,526,557,499
gene:Smp_046020,1565,1594,1010,1454,3520,5656,4000,7492,6145,4213,3700,4914
gene:Smp_046030,618,1143,239,406,806,1008,750,540,804,943,868,914
gene:Smp_046060,12940,5570,5543,7269,19737,27724,20016,31907,44582,39572,32681,39186
gene:Smp_046090,3675,7283,2133,2501,6967,7961,5872,8350,13982,14144,12013,14028
gene:Smp_046100,1066,2091,462,731,1261,2718,2421,396,265,295,414,354
gene:Smp_046120,120,40,81,163,349,278,236,1242,1741,1518,1146,1286
gene:Smp_046130,499,703,105,227,373,916,606,1179,2717,2105,2006,2512
gene:Smp_046140,4101,2694,1911,2755,6992,7232,5433,11238,10894,9455,9329,10683
